"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Indicador";"Denominação";"Sigla";"Índice de Referência";"Em Apuração";"Data de Apuração";"Unidade de Medida";"Descrição ";"Período ou Data a que se Refere";"Data de Divulgação/Disponibilização";"Periodicidade";"Polaridade";"Fórmula de Cálculo";"Variáveis de Cálculo";"Fonte de Dados das Variáveis de Cálculo";"Forma de Disponibilização";"Procedimento de Cálculo";"Limitações";"Notas Explicativas";
2024;"2801";"1333";"0535";"2125";11481;"Número de decisões de exame técnico de pedidos de patentes";;32.400,00;Não;30/12/2022;"Número de decisões de exame técnico de pedidos de patentes";"O indicador mensura a capacidade do INPI de processar a demanda por pedidos de concessão de patentes, com foco nas decisões de mérito (técnicas) e não em decisões resultantes de processamento exclusivamente administrativo, como por exemplo o arquivamento por não pagamento de taxas.";"Mês anterior";"Primeira quinzena do mês seguinte ao mês a que se refere o indicador";"Número de decisões de exame técnico de pedidos de patentes";"Quanto maior melhor";;"RM = resultado mensal D = número de deferimentos de pedidos de patentes sob o cód. 9.1 I = número de indeferimentos de pedidos de patentes sob o cód. 9.2 AT1 = número de arquivamentos técnicos sob o cód. 11.2 AT2 = número de arquivamentos técnicos sob o cód.11.5  RA = ? RM RA = resultado anual";"INPI/Revista da Propriedade Industrial (RPI)";"Central de Monitoramento disponível no portal do INPI: https://www.gov.br/inpi/pt-br/governanca/planejamento-estrategico";"1) Acessar as bases de dados do INPI para identificar os despachos de decisão técnica publicados no período na RPI, 2) Somar o número total de despachos publicados no período.  Observação: RA = ? RM RA = resultado anual";;"O alcance das metas está condicionado à aprovação das propostas de revisão da Lei da Propriedade Industrial - LPI (Lei nº 9.279/1996) apresentadas pelo INPI. Além disso, sem o ingresso de novos servidores, a capacidade de produção do INPI caírá em 2023 e anos seguintes em virtude da saída de examinadores de patentes e do aumento da complexidade do exame técnico de pedidos de patentes mais recentes, que restringe a possibilidade de aproveitamento do trabalho de buscas e exames realizado por outros escritórios de PI. ";
2024;"2801";"1333";"0535";"2128";11482;"Tempo de Decisão de Exame Técnico de Pedidos de Registro de Marca ? Pedidos sem Oposição";;10,00;Não;30/12/2022;"Tempo de Decisão de Exame Técnico de Pedidos de Registro de Marca ? Pedidos sem Oposição";"O indicador mensura a agilidade da resposta do INPI à demanda por pedidos de registro de marcas, com foco nas decisões de mérito (técnicas) e não em decisões resultantes de processamento exclusivamente administrativo, como por exemplo o arquivamento por não pagamento de taxas";"Mês anterior";"Primeira quinzena do mês seguinte ao mês a que se refere o indicador";"Tempo de Decisão de Exame Técnico de Pedidos de Registro de Marca ? Pedidos sem Oposição";"Quanto menor melhor";;"T1, T2, ... Tn = tempo decorrido entre as datas de depósito e a data de publicação do despacho de decisão de exame técnico na RPI de pedido decidido no trimestre de referência n = número de pedidos decididos no trimestre de referência - Despacho de decisão de exame técnico: deferimento [cód.9.1], indeferimento [cód.9.2], arquivamento técnico [cód.11.2]";"INPI/Revista da Propriedade Industrial (RPI) e sistema IPAS - Despacho de decisão de exame técnico: deferimento [cód.9.1], indeferimento [cód.9.2], arquivamento técnico [cód.11.2]";"BI disponibilizado na intranet e no portal do INPI ('Central de Monitoramento', disponível no portal do INPI: <https://www.gov.br/inpi/pt-br/governanca/planejamento-estrategico>) e comunicação administrativa. ";"A definição do indicador tempo de decisão de exame técnico de pedido de marcas, que constitui-se da moda dos tempos de decisão de exame técnico em pedido de marcas depositados diretamente no INPI ou em designações recebidas, via Protocolo de Madri, observados os tempos apurados para a emissão de decisões de exame técnico, considerando essas duas vias de entrada. Os tempos são contabilizados em relação a todos os despachos relativos a deferimento, indeferimento e deferimento parcial, desde o mês de janeiro até o mês em análise, no ano de referência . A decisão de exame técnico, no caso de pedido de marca depositado por via direta, abrange os despachos de deferimento ou indeferimento, enquanto as decisões de exame técnico em designações recebidas via Protocolo de Madri referem-se a deferimento de designação, indeferimento de designação e deferimento parcial de designação (quando há classes deferidas e classes indeferidas). A moda das frequências de tempo decorrido entre a data de depósito do pedido de marca (quando a decisão for de 1º exame) ou do tempo decorrido entre a data da publicação de decisão anterior e publicação da decisão de exame técnico (conforme já exposto) representa o tempo de decisão de exame técnico de pedido de marca no período em análise. A partir dessa definição, segue a definição do 'procedimento de cálculo' do indicador tempo de decisão de exame técnico de pedido de marcas (e designações via protocolo de Madri):  etapa 1: obtenção de dados atualizados sobre os despachos relativos a decisões de exame técnico em pedidos nacionais (deferimento do pedido, indeferimento do pedido) e em designações recebidas via Protocolo de Madri (deferimento de designação, indeferimento de designação, deferimento parcial de designação (classes deferidas e classes indeferidas), a serem incorporados, mensalmente, à base de dados do INPI, etapa 2: identificação da data do depósito, caso a decisão de deferimento ou indeferimento seja a primeira do pedido ou designação, ou a data de emissão do despacho anterior ao despacho de exame técnico, conforme descrito na Etapa 1, etapa 3: calcular o tempo (em dias) decorrido entre o despacho de decisão de exame técnico e a data de depósito (se for decisão em 1º exame) ou do tempo (em dias) decorrido entre a data de emissão da decisão anterior ao atual despacho de exame técnico,  etapa 4: a partir dos tempos obtidos em dias, na etapa 3, identificar o valor ocorrido mais vezes,  etapa 5: converter a o tempo em dias, obtido na etapa 4, para tempo em meses, dividindo-se o valor inicial obtido em dias por 30 (quantidade padrão de dias do mês civil).  Cabe mencionar que a obtenção desse indicador, cumpridas as etapas acima, não requer cálculos complexos, apenas o ordenamento das frequências de tempo de decisão para todos os pedido e designações que receberam despachos aqui descritos, de modo a identificar a que ocorreu mais vezes. ";;"O alcance da meta de decisão técnica em 2 anos em 2026 está condicionado à aprovação das propostas de revisão da Lei da Propriedade Industrial - LPI (Lei nº 9.279/1996) apresentadas pelo INPI. Além disso, sem o ingresso de novos servidores, a capacidade de produção do INPI caírá e o tempo de decisão aumentará já a partir de 2023 e nos anos seguintes. O crescimento projetado da demanda, seguindo tendência histórica, sem a contrapartida no aumento da capacidade instalada de produção (novos servidores) implicará aumento expressivo do tempo de decisão técnica em 2024. A partir de 2025, com o ingresso esperado de novos servidores, seria retomada a trajetória de queda do prazo de decisão, porém num patamar ainda superior ao resultado de 2022 (índice de referência). A meta de 2 anos seria alcançada em 2026 e mantida em 2027, se concretizadas as premissas de alteração da LPI e de contratação de novos servidores";
2024;"2801";"1333";"0535";"2133";11483;"Percentual de implementação do sistema BPMS";;0,00;Não;30/12/2022;"Percentual de implementação do sistema BPMS";"O indicador mensura a execução física do projeto 'BMPS - Automação do Fluxo de Patentes' do Plano Estratégico 2023-2026 do INPI, com foco na implementação da ferramenta BMPS a partir de 2023. Não considera etapas anteriores do projeto envolvendo a realização de estudos preliminares no âmbito de projeto de pesquisa com o IBICT";"Mês anterior";"Primeira quinzena do mês seguinte ao mês a que se refere o indicador";"Percentual de implementação do sistema BPMS";"Quanto maior melhor";;"A = percentual informado pelo Gerente realizado de cada tarefa H = total de horas de cada tarefa B = total das horas previstas do projeto até a data de status definida";"INPI";"BI disponibilizado na intranet e no portal do INPI ('Central de Monitoramento', disponível no portal do INPI: <https://www.gov.br/inpi/pt-br/governanca/planejamento-estrategico>) e comunicação administrativa.";"Cálculo automático pelo software MS Project a partir do % Previsto e % Realizado das tarefas informando pelo gerente do projeto.";;;
2024;"2801";"1333";"0535";"2214";11553;"Número de projetos inovadores beneficiados por programas de estímulo à geração e à comercialização de patentes";;227,00;Não;30/12/2022;"Número de projetos inovadores beneficiados por programas de estímulo à geração e à comercialização de patentes";"A decisão de depósito de patente é decisão do inventor, por isso trabalhamos para conscientizá-los, mas não podemos nos comprometer com a decisão de depositar um pedido de patente. Para atingir a meta do objetivo específico de aumentar o percentual de depósitos de patentes de residentes, é necessário sensibilizar os potenciais depositantes residentes no país envolvidos em projetos de inovação sobre os benefícios de proteger sua invenção como uma patente e as possibilidades de comercialização da invenção, por isso a relevância dessa entrega e seu indicador para o objetivo específico.";"Ano anterior";"Março de cada ano";"Número de projetos inovadores beneficiados por programas de estímulo à geração e à comercialização de patentes";"Quanto maior melhor";;"P1,2,n = Número de depositantes e potenciais depositantes de patentes beneficiados por programas selecionados R = total da soma de depositantes e potenciais depositantes beneficiados pelos programas";"INPI e MDIC";"Sob demanda aos gestores dos programas. Envio por mensagem eletrônica.";"Solicitar aos gestores dos programas considerados o número de depositantes e potenciais depositantes de patentes atendidos no período e somar o resultado de cada um dos programas.";"Os projetos podem ter mais de uma patente envolvida ou pode-se chegar à conclusão de que não seria o caso de depositar patente e sim outro ativo de PI, ou segredo industrial. No entanto, é o conceito que melhor traduz o escopo de atuação e dinâmica dos programas em geral. O Índice de Referência foi feito com base nos programas existentes em 2022, estes programas serão atualizados e outros poderão ser criados nos próximos anos. ";"O indicador se aplica tanto à geração e comercialização de patentes, por isso abrange projetos de depositantes e potenciais depositantes de patentes. O valor de referência (partida) considera o número de projetos beneficiados pelo Programa de Mentoria em Propriedade Intelectual (PMPI) no ano de 2022 e projetos do Inovativa (startups). Ao longo dos anos podem ser agregados e considerados no cálculo outros programas projetados para estimular o depósito e comercialização de patentes por residentes. ";
2024;"2801";"1333";"0535";"2215";11554;"Percentual de ampliação da quantidade de novas instituições alcançadas pelas unidades regionais do INPI em relação ao biênio anterior";;10,00;Não;30/12/2022;"Percentual de ampliação da quantidade de novas instituições alcançadas pelas unidades regionais do INPI em relação ao biênio anterior";"Indicador destinado a mensurar a expansão das ações de disseminação, articulação e mentoria promovidas pelas unidades regionais do INPI";"Ano anterior";"Janeiro do ano seguinte ao ano a que se refere o indicador";"Percentual de ampliação da quantidade de novas instituições alcançadas pelas unidades regionais do INPI em relação ao biênio anterior";"Quanto maior melhor";;"A = instituições distintas alcançadas não presentes no rol de instituições alcançadas no biênio anterior ao do ano de apuração do indicador B = instituições distintas alcançadas no biênio anterior ao ano de apuração do indicador";"INPI. Sistema Inovadoc (www.inovadoc.inpi.gov.br), disponível na intranet do INPI";"- Central de Monitoramento disponível no portal do INPI: https://www.gov.br/inpi/pt-br/governanca/planejamento-estrategico - Sistema Inovadoc (www.inovadoc.inpi.gov.br), disponível na intranet do INPI";"1. Levantar a quantidade de instituições distintas que participaram de ações de disseminação, articulação ou mentoria promovidas pelas unidades regionais do INPI ao longo do biênio anterior ao do ano de apuração do indicador (a), 2. Levantar a quantidade de instituições distintas que participaram de ações de disseminação, articulação ou mentoria promovidas pelas unidades regionais do INPI ao longo do ano de apuração e que não constam do conjunto de instituições apurado no biênio anterior ao do ano de apuração do indicador (b), 3. Dividir (b) por (a) e multiplicar o resultado da operação por 100";"A limitação existente neste indicador tem a ver com o fato de que às vezes a instituição beneficiária da ação de disseminação, articulação ou mentoria não está cadastrada previamente no Inovadoc, levando o operador a empregar a rubrica 'outras instituições', o que pode levar a uma subnotificação de instituições alcançadas. O procedimento para remediar isto é fazer constar o nome real da instituição em questão, no menor tempo possível.";;
2024;"2801";"1333";"0535";"2216";11555;"Número de estudos de prospecção tecnológica e de inteligência estratégica em Propriedade Intelectual disponibilizados";;7,00;Não;30/12/2022;"Número de estudos de prospecção tecnológica e de inteligência estratégica em Propriedade Intelectual disponibilizados";"Indicador destinado a contabilizar o número de estudos de prospecção tecnológica e inteligência estratégica produzidos a partir das bases de dados de propriedade industrial";"Ano anterior";"Janeiro do ano seguinte ao ano a que se refere o indicador";"Número de estudos de prospecção tecnológica e de inteligência estratégica em Propriedade Intelectual disponibilizados";"Quanto maior melhor";;"- Estudos de prospecção tecnológica: relatórios 'Radar Tecnológico' elaborados pelo INPI de análise de tecnologias/setores elencados como prioritários pelo Governo Brasileiro e/ou instituições parceiras. Tem como escopo apresentar o desenvolvimento tecnológico no Brasil e no mundo através da análise dos documentos de patente do setor tecnológico. - Estudos de inteligência estratégica de PI: estudos de interesse da Estratégia Nacional de Propriedade Intelectual (ENPI) ou do Governo Federal elaborados em parceria pelo INPI e o MDIC, no âmbito de Grupo Técnico do Grupo Interministerial de Propriedade Intelectual (GIPI), e envolvendo outros atores do sistema nacional de inovação, a partir de bases de dados de PI ou outras bases de interesse para a PI. ";"INPI";"- Central de Monitoramento disponível no portal do INPI: https://www.gov.br/inpi/pt-br/governanca/planejamento-estrategico - Página de informação tecnológica do portal do INPI: https://www.gov.br/inpi/pt-br/servicos/patentes/informacao-tecnologica ";"Contagem do número de estudos realizados em um ano. Obs.: não inclui os estudos realizados em anos anteriores e publicado no ano de referência do indicador";;"O alcance da meta para 2024 considera a capacidade de produção estudos atual do INPI. O alcance das metas anuais para 2025 a 2027 está condicionado ao ingresso de novos servidores no INPI, para o cargo de Pesquisador em PI, conforme solicitação de concurso público enviada ao MDIC.";
2024;"2323";"1330";"0536";"2141";11485;"Número de feiras internacionais de turismo com participação do Brasil";;0,00;Não;03/08/2023;"Número de feiras internacionais de turismo com participação do Brasil";"O indicador é referente à quantidade de feiras internacionais de turismo que contam com a participação do Brasil, por meio da Embratur.";"Janeiro a Dezembro";"Janeiro do ano subsequente";"Número de feiras internacionais de turismo com participação do Brasil";"Quanto maior melhor";;"Número de feiras internacionais realizadas em mercados (países) prioritários.";"Embratur - Agência Brasileira de promoção Internacional do Turismo";"Site oficial da Embratur (www.embratur.com.br)";"Somatório do número de feiras internacionais realizadas em mercados (países) estratégicos.";"Restrição orçamentária e financeira que impacte, a cada ano, o planejamento estratégico e a execução das ações programadas pela Embratur.";"As feiras são plataformas consolidadas no mercado internacional, ferramentas para promoção e comercialização de serviços e produtos de turismo. As ferramentas promocionais são planejadas e divulgadas no Calendário de Promoção do Turismo Brasileiro no Exterior no site oficial da Embratur, com ampla divulgação na imprensa especializada.";
2024;"2323";"1330";"0536";"2142";11486;"Número de Famtours realizados";;0,00;Não;31/07/2023;"Número de Famtours realizados";"O indicador é referente à quantidade de famtours realizadas pela Embratur para profissionais de turismo estrangeiros (operadores e/ou agentes de viagens).";"Janeiro a Dezembro";"Janeiro do ano subsequente";"Número de Famtours realizados";"Não se aplica";;"Número de famtours realizados com operadores de turismo e/ou agentes de viagem estrangeiros (países estratégicos).";"Embratur - Agência Brasileira de promoção Internacional do Turismo";"Site oficial da Embratur (www.embratur.com.br)";"Somatório do número de famtours realizados com operadores de turismo e/ou agentes de viagem estrangeiros (países estratégicos).";"Restrição orçamentária e financeira que impacte, a cada ano, o planejamento estratégico e a execução das ações programadas pela Embratur.";"A Embratur, como Agência Brasileira de Promoção Internacional do Brasil, tem como missão, aumentar o fluxo de turistas estrangeiros no Brasil e se utiliza da ferramenta dos famtours para incluir novas experiências turísticas nas vitrines de vendas dos operadores internacionais, diversificando, ampliando, proporcionando o conhecimento da oferta brasileira e, consequentemente, incrementando a entrada de turistas internacionais em nosso país.";
2024;"2323";"1330";"0536";"2143";11487;"Número de Roadshows realizados";;0,00;Não;31/07/2023;"Número de Roadshows realizados";"O indicador é a soma absoluta da quantidade de roadshows que a Embratur realiza no mercado internacional.";"Janeiro a Dezembro";"Janeiro do ano subsequente";"Número de Roadshows realizados";"Quanto maior melhor";;"Número de roadshows realizados em mercados (países) estratégicos.";"Embratur - Agência Brasileira de promoção Internacional do Turismo";"Site oficial da Embratur (www.embratur.com.br)";"Somatório do número de roadshows realizados em mercado (países) estratégicos.";"Restrição orçamentária e financeira que impacte, a cada ano, o planejamento estratégico e a execução das ações programadas pela Embratur.";"As ferramentas promocionais são planejadas e divulgadas no Calendário de Promoção do Turismo Brasileiro no Exterior no site oficial da Embratur.";
2024;"2323";"1330";"0536";"2144";11488;"Número de Press trips realizadas";;0,00;Não;31/07/2023;"Número de Press trips realizadas";"O indicador se refere à quantidade de presstrips que a Embratur realiza com jornalistas, influenciadores e/ou formadores de opinião de mercados (países) estratégicos para o turismo do Brasil.";"Janeiro a Dezembro";"Janeiro do ano subsequente";"Número de Press trips realizadas";"Quanto maior melhor";;"Número de presstrips realizadas com jornalistas, influenciadores e/ou formadores de opinião de mercados (países) estratégicos para o turismo do Brasil.";"Embratur - Agência Brasileira de promoção Internacional do Turismo";"Site oficial da Embratur (www.embratur.com.br)";"Somatório do número de presstrips realizadas com jornalistas, influenciadores e/ou formadores de opinião de mercados (países) estratégicos para o turismo do Brasil.";"Restrição orçamentária e financeira que impacte, a cada ano, o planejamento estratégico e a execução das ações programadas pela Embratur.";"A Embratur, como Agência Brasileira de Promoção Internacional do Brasil, tem como missão aumentar o fluxo de turistas estrangeiros no Brasil e se utiliza da ferramenta das Press Trips para influenciar o maior número possível de jornalistas, influenciadores e/ou formadores de opinião internacionais a divulgar em notas, artigos, matérias e redes sociais os destinos visitados e as experiências vivenciadas, ampliando a visibilidade, e, consequentemente, incrementando a entrada de turistas internacionais em nosso país.";
2024;"2323";"1330";"0536";"2145";11490;"Número de campanhas de publicitárias realizadas";;0,00;Não;31/07/2023;"Número de campanhas de publicitárias realizadas";"O indicador se refere à quantidade de campanhas publicitárias realizadas pela Embratur.";"Janeiro a Dezembro";"Janeiro do ano subsequente";"Número de campanhas de publicitárias realizadas";"Quanto maior melhor";;"Número de campanhas publicitárias realizadas pela Embratur.";"Embratur - Agência Brasileira de promoção Internacional do Turismo.";"Site oficial da Embratur (www.embratur.com.br).";"Somatório do número de campanhas publicitárias realizadas pela Embratur.";"Restrição orçamentária e financeira que impacte, a cada ano, o planejamento estratégico e a execução das ações programadas pela Embratur.";"As campanhas publicitárias são plataformas de promoção dos destinos turísticos brasileiros nos mercados internacionais. O objetivo é motivar os turistas estrangeiros a viajar para o Brasil. O indicador é a soma absoluta da quantidade de campanhas que a Embratur realiza. ";
2024;"1189";"1319";"0539";"2165";11505;"Número de comunidades atendidas com iniciativas de turismo de base comunitária";"TUR";0,00;Não;01/07/2023;"Número de comunidades atendidas com iniciativas de turismo de base comunitária";"O indicador de comunidades atendidas foi estabelecido tendo em vista que o turismo de base comunitária só faz sentido quando atende uma comunidade, não sendo possível individualizar por família.";"Janeiro a dezembro ";"Última semana do ano ";"Número de comunidades atendidas com iniciativas de turismo de base comunitária";"Quanto maior melhor";;"Comunidades atendidas.";"SNPCT/MMA";"A partir da execução das ações previstas por este MMA (editais, convênios etc.)";"Somatório do número de comunidades atendidas.";;"Desagregação para identificação do número de pessoas atendidas, bem como de mulheres, jovens e crianças.";
2024;"1189";"1319";"0539";"2156";11502;"Número de famílias do público-alvo atendidas com inclusão socioprodutiva";"SOCIOPROD";0,00;Não;01/07/2023;"Número de famílias do público-alvo atendidas com inclusão socioprodutiva";"O indicador número de famílias atendidas é a melhor forma de se medir a melhoria de qualidade de vida do público alvo, aliado à conservação ambiental.";"Janeiro a dezembro";"Útltima semama do ano ";"Número de famílias do público-alvo atendidas com inclusão socioprodutiva";"Quanto maior melhor";;"Número de famílias atendidas.";"SNPCT/MMA";"A partir da execução das ações previstas pelo MMA (editais, convênios etc.)";"Somatório do número de famílias atendidas.";;"desagregação para identificação do número de pessoas atendidas, bem como de mulheres, jovens e crianças.";
2024;"1189";"1319";"0539";"2158";11504;"Número de famílias do público-alvo atendidas com assessoria técnica e extensão rural socioambiental";"ATER";0,00;Não;01/07/2023;"Número de famílias do público-alvo atendidas com assessoria técnica e extensão rural socioambiental";"O indicador número de famílias atendidas é a melhor forma de se medir a melhoria de qualidade de vida do público alvo, aliado à conservação ambiental.";"Janeiro a dezembro ";"Última semana do ano";"Número de famílias do público-alvo atendidas com assessoria técnica e extensão rural socioambiental";"Quanto maior melhor";;" número de famílias atendidas";"SNPCT/MMA";"A partir da execução das ações previstas pelo MMA (editais, convênios etc.)";"Somatório do número de famílias atendidas.";;"Desagregação para identificação do número de pessoas atendidas, bem como de mulheres, jovens e crianças.";
2024;"2801";"1333";"0540";"2194";11515;"% de importações realizadas no Portal Único de Comércio Exterior";;1,00;Não;30/12/2022;"% de importações realizadas no Portal Único de Comércio Exterior";"A última etapa da implementação completa do Portal Único de Comércio Exterior é a migração de todas as operações de importação. Apesar do desenvolvimento dos diversos sistemas que compõem o Portal já estarem em estágio bastante avançado, em geral a migração somente ocorre efetivamente na iminência do desligamento do sistema atual. Assim, o indicador desta entrega reflete o percentual do valor importado por meio do Novo Processo de Importação, o qual está sendo implementado no âmbito do Portal Único de Comércio Exterior, quando comparado ao valor total importado. O valor total importado abrange também as operações de importação realizadas por meio do processo atual (usando Licenças de Importação - LI - e Declarações de importação - DI), o qual será, assim que possível, gradativamente encerrado. Será contabilizado o valor total importado no período de 6 meses (jan-jun e jul-dez), cuja data de referência será a data do desembaraço da operação.";"Ano anterior";"30 dias após o último dia do semestre a ser mensurado.";"% de importações realizadas no Portal Único de Comércio Exterior";"Quanto maior melhor";;"(Valor FOB DUIMP): valor FOB total das importações declaradas via Declaração Única de Importação (DUIMP) desembaraçadas no período a ser calculado. (Valor FOB DI): valor FOB total das importações declaradas via Declaração de Importação (DI) desembaraçadas no período a ser calculado.";"Bancos de dados governamentais / Relatórios dos sistemas";"comunicação administrativa";"Consulta às ferramentas de dados gerenciais dos módulos do Siscomex de modo a colher o valor FOB correspondente a todas as Duimp e todas as DI desembaraçadas no período que se deseja calcular. O procedimento envolve acesso a dados protegidos por sigilo, o que impede a reprodução do procedimento por parte de todos os interessados.";"não se aplica";"A execução do Programa Portal Único de Comércio Exterior é acompanhada por um indicador de CAPACIDADE de realizar importações por meio do Portal Único Siscomex, o qual tem previsão para alcançar o valor 100% ao final de 2024. Uma vez alcançado, inicia-se a fase de migração compulsória das importações junto aos operadores privados, fase crucial para o atingimento deste indicador ('migração de 100% das importações'), que representa o uso efetivo do novo processo.";
2024;"2801";"1333";"0540";"2195";11517;"Número acumulado de produtos novos ou reformulados";;2,00;Não;30/12/2022;"Número acumulado de produtos novos ou reformulados";"Trata-se da produção e disponibilização de novos dados, indicadores e estudos relacionados ao comércio exterior. Esses produtos englobam bases de dados abertas, planilhas formatadas, sistema de consulta, sistema de visualização de dados, estudos mais analíticos etc. Seguem alguns exemplos desses produtos: http://comexstat.mdic.gov.br/pt/home http://comexstat.mdic.gov.br/pt/comex-vis https://balanca.economia.gov.br/balanca/IPQ/index.html https://balanca.economia.gov.br/balanca/outras/porte/relatorio_porte.html https://www.gov.br/produtividade-e-comercio-exterior/pt-br/assuntos/comercio-exterior/estatisticas/outras-estatisticas-de-comercio-exterior-1/mulheres_comercio_exterior_uma_analise_para_o_brasil.pdf https://balanca.economia.gov.br/balanca/outras/panorama_municipios_brasileiros_comex.pdf  ";"Ano anterior";"último dia do ano a que se refere o indicador";"Número acumulado de produtos novos ou reformulados";"Quanto maior melhor";;"NF = número acumulado de produtos novos ou reformulados a = ano de referência NFa = número de produtos novos ou reformulados lançados no ano 'a'";"Informações disponibilizadas em site governamental (site https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/estatisticas).";"publicações disponibilizadas em https://www.gov.br/produtividade-e-comercio-exterior/pt-br/assuntos/comercio-exterior/estatisticas ";"Passo 1: contagem do número de produtos novos ou reformulados lançados no ano de referência, Passo 2: soma dos valores resultantes da contagem do ano de 2024 até o ano de referência.";"não se aplica";"As metas estão sendo consideradas de forma cumulativa, ou seja, a previsão é que anualmente sejam disponibilizados 3 produtos novos ou reformulados.";
2024;"2801";"1333";"0540";"2196";11518;"Número acumulado de feiras/missões internacionais com participação da alta administração do MDIC";;0,00;Não;30/12/2022;"Número acumulado de feiras/missões internacionais com participação da alta administração do MDIC";"A participação do MDIC em feiras e missões internacionais visa aumentar a visibilidade e representatividade desses eventos, que geram, entre outros, novos negócios para as empresas brasileiras. Importante observar que estas feiras internacionais, promovidas pela APEX, até 2014 contavam com a presença do Ministro de Estado do MDIC. A partir de então, e até a presente data, a a Agência continuou realizando Missões Empresariais para diversos mercados, contudo sem a presença do Ministro de Estado e com porte reduzido. A partir de 2023, no entanto, a alta administração do MDIC vai voltar a participar desses eventos, que passará a ter um porte maior e com a participação efetiva do MDIC em sua organização.";"Ano anterior";"último dia do ano a que se refere o indicador";"Número acumulado de feiras/missões internacionais com participação da alta administração do MDIC";"Quanto maior melhor";;"NF = número acumulado de feiras/missões internacionais com a participação da alta administração do MDIC a = ano de referência NFa = número de feiras/missões internacionais com a participação da alta administração do MDIC realizadas no ano 'a'";"Informações disponibilizadas em site governamental (site <https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/dpfac/promocao-das-exportacoes-e-cultura-exportadora>).";"comunicação administrativa / mídia (televisão e jornais)";"Passo 1: contagem do número de feiras/missões internacionais com a participação da alta administração do MDIC realizadas no ano de referência, Passo 2: soma dos valores resultantes da contagem do ano de 2024 até o ano de referência.";"não se aplica";"As metas estão sendo consideradas de forma cumulativa, ou seja, a previsão é que ocorram 4 feiras/missões internacionai com a participação da alta administração do MDIC por ano.";
2024;"2801";"1333";"0540";"2197";11519;"Percentual de novos projetos industriais ou de novas Zonas de Processamento de Exportação(ZPEs) apreciados no âmbito do Conselho Nacional da ZPE em relação às demandas recebidas nos últimos 12 meses";;16,00;Não;01/07/2023;"Percentual de novos projetos industriais ou de novas Zonas de Processamento de Exportação(ZPEs) apreciados no âmbito do Conselho Nacional da ZPE em relação às demandas recebidas nos últimos 12 meses";"Com a aprovação do Novo Marco Legal das ZPE houve o aumento de pedidos tanto de criação de ZPEs como de autorizações para instalação em ZPEs já existentes de projetos industriais. Tanto a Secretaria-Executiva do CZPE quanto o próprio CZPE devem dar vazão à análise e tomada de decisão em cada caso, exceto por aqueles casos que são arquivados pro falta de informações dos peticionários.";"Ano anterior";"janeiro de cada ano";"Percentual de novos projetos industriais ou de novas Zonas de Processamento de Exportação(ZPEs) apreciados no âmbito do Conselho Nacional da ZPE em relação às demandas recebidas nos últimos 12 meses";"Quanto maior melhor";;"A = número de casos decididos pelo CZPE em 12 meses B = número de casos arquivados pela inação das partes em 12 meses C = número de casos protocolizados na SE-CZPE em 12 meses";"SE-CZPE";"comunicação administrativa";"Contagem simples de pleitos recebidos nos 12 meses, contagem simples dos pleitos decididos no período (deferimento ou indeferimento) e contagem simples dos pleitos arquivados no período, com subsequente aplicação da fórmula indicada.";"Indicador depende a) da demanda b) da agenda dos Conselheiros da CZPE c) pode não chegar nunca a 100% por se tratar da análise de desfechos de casos apresentados no mesmo ano, e a demanda pode se concentrar no final do próprio ano.";;
