"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Enunciado";"Descrição";"Órgão";"Unidade Responsável";"Projeto de Investimento";"Data de Início";"Data de Término";"Valor Total";"Execução Física Acumulada";"Meta da Execução Física";"Concluída";
2025;"5120";"1339";"0490";"1679";"Pesquisas prioritárias e estratégicas em saúde fomentadas.";"O fomento a pesquisas prioritárias estratégicas em saúde visa demonstrar a sociedade o quanto o Ministério da Saúde investe para o avanço da ciência, tecnologia e inovação em saúde, utilizando os recursos públicos de forma estratégica para resolver e mitigar os problemas de saúde da população e do SUS. As prioridades em saúde estão alinhadas a agendas nacionais e internacionais de saúde, considerando-se atualmente: 1) Agenda Nacional de Prioridades de Pesquisa em Saúde - ANPPS, 2) Agenda de Prioridades de Pesquisa do Ministério da Saúde - APPMS, 3) demandas em caráter de emergência em saúde pública, 5) pesquisas cujas temáticas foram definidas por Oficina de Prioridades em Pesquisa, como aquelas fomentadas por meio do Programa Pesquisa para o SUS ? PPSUS, 6) pesquisas que visem promover e fortalecer o Programa Nacional de Genômica e Saúde de Precisão ? Genomas Brasil.";"36000 - Ministério da Saúde";"DECIT/SECTICS/MS";"Não";;;;;;"Não";
2025;"5120";"1339";"0490";"1683";"Geração de sequências genômicas humanas completas de parte da população brasileira para incremento ao ecossitema de pesquisas em genômica e saúde de precisão.";"O Programa Nacional de Genômica e Saúde de Precisão - Genomas Brasil é uma iniciativa de ciência, tecnologia e inovação em saúde do MS que foi concebida na perspectiva de estabelecer as bases estruturais no país para o desenvolvimento e efetiva implementação da medicina de precisão e personalizada no SUS. Entende-se por medicina de precisão e personalizada, também denominada de saúde de precisão, como sendo um conjunto de tecnologias emergentes que utilizam informações usuais da prática clínica aliadas ao perfil biológico do paciente, especialmente no que se refere ao seu perfil genômico, permitindo a customização e aprimoramento da linha de cuidado, uma vez que é possível diagnosticar com acurácia, predizer a suscetibilidade do indivíduo em desenvolver doenças, escolher o tratamento mais eficaz e seguro, bem como customizar o tratamento, desenvolvendo terapias para um indivíduo ou população que compartilhem de perfil genético similar. Assim, para a implementação efetiva e sustentável da saúde de precisão no SUS é essencial estudos e desenvolvimentos nacionais embasados nas informações genômicas e de saúde de brasileiros. Nesse contexto, a entrega tem a intenção de gerar sequências genômicas para possibilitar que novas pesquisas aconteçam e, em paralelo, pacientes do SUS já possam se beneficiar da saúde de precisão. As sequências genômicas serão armazenadas em banco de dados (em fase de criação) para estimular a identificação democrática e segura das principais características genéticas da nossa população, a fim de prever e prevenir doenças, assim como para desenvolver novas estratégias de diagnóstico e novos tratamentos.";"36000 - Ministério da Saúde";"DECIT/SECTICS/MS";"Não";;;;;;"Não";
2025;"5123";"1280";"0483";"1687";"Unidades Federadas com profissionais de vigilância capacitados anualmente em novas tecnologias de controle vetorial, análise de dados e estratificação de risco.";"Unidades Federadas com profissionais de vigilância em saúde dos níveis estadual e municipal capacitados para a implementação de novas metodologias, tecnologias e estratégias de vigilância e controle vetorial, incluindo o monitoramento, avaliação e análise dos indicadores de efetividade das ações realizadas.";"36000 - Ministério da Saúde";"Coordenação Geral de Arboviroses/Departamento de Doenças Transmissíveis/Secretaria de Vigilância em Saúde e Ambiente";"Não";;;;;;"";
2025;"5123";"1280";"0483";"1688";"Avaliação e estratificação de risco de transmissão de arboviroses urbanas nas áreas prioritárias para receber as novas tecnologias de controle do Aedes.";"Aplicação de métodos de estratificação intramunicipal do risco de transmissão de arboviroses para o direcionamento das ações de controle em municípios prioritários.";"36000 - Ministério da Saúde";"Departamento de Doenças Transmissíveis/Secretaria de Vigilância em Saúde e Ambiente";"Não";;;;;;"";
2025;"5123";"1280";"0483";"1689";"Implementação de novas tecnologias de controle de Aedes em áreas prioritárias.";"Trata-se de mudança de paradigma do controle vetorial para a redução da transmissão de arboviroses no Brasil. Novas tecnologias cujos estudos de efetividade foram custeados pelo MS passarão a ser aplicadas em municípios prioritários, considerando a heterogeneidade do território para o direcionamento das ações de controle.";"36000 - Ministério da Saúde";"Departamento de Doenças Transmissíveis/Secretaria de Vigilância em Saúde e Ambiente";"Não";;;;;;"";
2025;"5123";"1280";"0483";"1690";"Avaliação e estratificação de risco de transmissão de arboviroses silvestres.";"Estimativa das rotas favoráveis à dispersão e de áreas de favorabilidade para a transmissão de arbovírus para a definição de áreas e populações prioritárias para ações de vigilância, prevenção e controle.";"36000 - Ministério da Saúde";"Departamento de Doenças Transmissíveis/Secretaria de Vigilância em Saúde e Ambiente";"Não";;;;;;"";
2025;"5123";"1280";"0483";"1691";"UFs com profissionais de vigilância capacitados para vigilância animal e entomológica aplicada às arboviroses silvestres e para o uso da plataforma SISS-Geo (Sistema de Informação em Saúde Silvestre).";"Trata-se da estruturação da vigilância de arboviroses silvestres cujo monitoramento não é realizado de forma sistemàtica, com adoção de tecnologia para a vigilância animal (SISS-Geo) a fim de subsidiar o processo de avaliação de risco e de modelagem de dados para a definição de áreas e populações prioritárias para ações de vigilância, prevenção e controle.";"36000 - Ministério da Saúde";"Departamento de Doenças Transmissíveis/Secretaria de Vigilância em Saúde e Ambiente";"Não";;;;;;"";
2025;"5123";"1280";"0483";"1693";"Estratificação de risco socioambiental, epidemiológica e entomológica em escala nacional e/ou macrorregional tendo municípios como unidade espacial de análise.";"Relatórios técnicos com a apresentação das estratificações, por meio de mapas e tabelas, planilha eletrônica com os resultados das estratificações";"36000 - Ministério da Saúde";"Fundação Oswaldo Cruz (Fiocruz)";"Não";;;;;;"";
2025;"5123";"1280";"0483";"1694";"Estratificação de risco socioambiental, epidemiológico e entomológico em escala intramunicipal realizadas";"Relatórios técnicos com a apresentação das estratificações, por meio de mapas e tabelas, planilha eletrônica com os resultados das estratificações.";"36000 - Ministério da Saúde";"Fundação Oswaldo Cruz (Fiocruz)";"Não";;;;;;"";
2025;"5123";"1280";"0483";"1695";"Plataforma web de análise dinâmica para a vigilância em saúde com indicadores de risco para arboviroses urbanas com dados socioambientais, epidemiológicos e entomológicos construída.";"Construir painel de indicadores com scripts em linguagem R e bancos de dados socioambientais, epidemiológicos e entomológicos para visualização de mapas e gráficos.";"36000 - Ministério da Saúde";"Fundação Oswaldo Cruz (Fiocruz)";"Não";;;;;;"";
2025;"5123";"1280";"0484";"1676";"Cobertura de tratamento antirretroviral para as pessoas vivendo com HIV/aids vinculadas aos serviços de saúde do SUS ampliada.";"A entrega visa ao aumento de cobertura de PVHA em tratamento, que contribui diretamente para o controle da epidemia, uma vez que aquelas PVHA em TARV com carga viral indetectável não transmitem o vírus (Indetectável = Intransmissível). Além disso, está diretamente associada às metas de eliminação das doenças de determinação social conforme instituição do Comitê Interministerial para a Eliminação da Tuberculose e de Outras Doenças Determinadas Socialmente (Decreto nº 11.494 de 11/04/2023).";"36000 - Ministério da Saúde";"Departamento de HIV/AIDS, Tuberculose, Hepatites Virais e Infecções Sexualmente Transmissíveis/Secretaria de Vigilância em Saúde e Ambiente";"Não";;;;;;"";
2025;"5123";"1280";"0484";"1677";"Proporção de cura de casos novos de tuberculose pulmonar com confirmação laboratorial ampliada";"A entrega prevê a ampliação da proporção de cura de casos novos de tuberculose pulmonar confirmados laboratorialmente no país. A cura é a forma de mensurar que o tratamento foi realizado até o final e obteve-se êxito. Além disso, está diretamente associada às metas de eliminação das doenças de determinação social conforme instituição do Comitê Interministerial para a Eliminação da Tuberculose e de Outras Doenças Determinadas Socialmente (Decreto nº 11.494 de 11/04/2023).";"36000 - Ministério da Saúde";"Departamento de HIV/AIDS, Tuberculose, Hepatites Virais e Infecções Sexualmente Transmissíveis/Secretaria de Vigilância em Saúde e Ambiente";"Não";;;;;;"";
2025;"5123";"1280";"0484";"1678";"Tratamento de pessoas para hepatite C ampliado.";"A entrega visa ao tratamento de pessoas infectadas com hepatite C, e está diretamente associada à eliminação da hepatite C como problema de saúde pública. Além disso, está diretamente associada às metas de eliminação das doenças de determinação social conforme instituição do Comitê Interministerial para a Eliminação da Tuberculose e de Outras Doenças Determinadas Socialmente (Decreto nº 11.494 de 11/04/2023).";"36000 - Ministério da Saúde";"Departamento de HIV/AIDS, Tuberculose, Hepatites Virais e Infecções Sexualmente Transmissíveis/Secretaria de Vigilância em Saúde e Ambiente";"Não";;;;;;"";
2025;"5123";"1280";"0484";"1680";"Municípios acima de 100 mil habitantes com certificação para eliminação de transmissão vertical de HIV e/ou sífilis e/ou HBV ou com selo de boas práticas rumo à eliminação.";"A entrega está relacionada aos esforços de estados e municípios para a eliminação da transmissão vertical do HIV, sífilis e HBV, indicando a existência de condições favoráveis ao controle da transmissão vertical dessas doenças no país. Além disso, está diretamente associada às metas de eliminação das doenças de determinação social conforme instituição do Comitê Interministerial para a Eliminação da Tuberculose e de Outras Doenças Determinadas Socialmente (Decreto nº 11.494 de 11/04/2023).";"36000 - Ministério da Saúde";"Departamento de HIV/AIDS, Tuberculose, Hepatites Virais e Infecções Sexualmente Transmissíveis/Secretaria de Vigilância em Saúde e Ambiente";"Não";;;;;;"";
2025;"5123";"1280";"0485";"3360";"Municípios que operacionalizam vacinação no âmbito escolar.";"Ampliar a adesão dos municípios à estratégia de vacinação por meio da implementação da estratégia de vacinação nas escolas, com o objetivo de aumentar as coberturas vacinais das crianças e adolescentes menores de 15 anos.";"36000 - Ministério da Saúde";"Departamento do Programa Nacional de Imunizações/Secretaria de Vigilância em Saúde";"Não";;;;;;"";
2025;"5123";"1280";"0485";"3396";"Unidades Federativas (UF) com as Estratégias de Vacinação previstas (Fronteiras, Atualização da Caderneta e Vacinação Escolar) realizadas.";"Número de UF que realizaram as estratégias de estratégia de vacinação orientadas pelo Programa Nacional de Vacinação (PNI) ao longo do ano.";"36000 - Ministério da Saúde";"Departamento do Programa Nacional de Imunizações/Secretaria de Vigilância e Ambiente";"Não";;;;;;"";
2025;"5123";"1280";"0485";"3399";"Oficinas de Microplanejamento para as Atividades de Vacinação de Alta Qualidade para municípios prioritários segundo região (Sul, Sudeste, Centro-Oeste, Norte e Nordeste)";"Realização de oficinas de Microplanejamento para as Atividades de Vacinação de Alta Qualidade para municípios prioritários, segundo região (Sul, Sudeste, Centro-Oeste, Norte e Nordeste).";"36000 - Ministério da Saúde";"Departamento do Programa Nacional de Imunizações/Secretaria de Vigilância e Ambiente";"Não";;;;;;"";
2025;"5123";"1280";"0486";"1789";"Processo de aquisição de imunobiológicos concluídos.";"Firmar as contratações necessárias para o fornecimento de imunobiológicos.";"36000 - Ministério da Saúde";"DPNI/SVSA/MS";"Não";;;;;;"";
2025;"5123";"1280";"0487";"1696";"Municipios prioritários com profissionais capacitados em Vigilância em Saúde de Populações Expostas a Agrotóxicos (VSPEA)";"Capacitar os profissionais dos municípios prioritários sobre a Vigilância em Saúde de Populações Expostas a Agrotóxicos (VSPEA) por meio do curso EAD da VSPEA a ser oferecido em uma plataforma digital para acesso dos profissionais. Capacitar continuamente os profissionais que trabalham com a agenda é fundamental para que haja sustentabilidade do trabalho no território, a disponibilidade do curso/ capacitação durante todos esses anos pode ajudar a cobrir a lacuna enfrentada de rotatividade de profissionais nos serviços de saúde.";"36000 - Ministério da Saúde";"DSAST/SVSA/MS";"Não";;;;;;"";
2025;"5123";"1280";"0487";"1698";"Municípios prioritários para Vigilância em Saúde de Populações Expostas a Agrotóxicos (VSPEA) realizando monitoramento de agrotóxicos em água para consumo humano.";"Trata-se do percentual de municípios que foram priorizados para implantar a Vigilância em Saúde de Populações Expostas a Agrotóxicos (VSPEA) e que inseriram os resultados do monitoramento de agrotóxicos em água para consumo humano, realizado pelo setor saúde, no Sistema de Informações de Vigilância da Qualidade da Água para Consumo Humano (SISAGUA).";"36000 - Ministério da Saúde";"DSAST/SVSA/MS";"Não";;;;;;"";
2025;"5123";"1280";"0488";"2598";"Memorial da Pandemia construído";"Construção do Memorial da Pandemia no prédio do Centro Cultural do Ministério da Saúde - CCMS, garantindo a preservação da história da saúde pública principalmente no que tange ao devido reconhecimento do trabalho dos profissionais de saúde e justa homenagem aos mais de 700 mil mortos no Brasil. O Memorial da Pandemia será um espaço destinado à memória da Pandemia da Covid 19 e à reflexão das causas e consequências do evento que marcou o século XXI. O local escolhido para abrigar o espaço destinado à memória da Pandemia da Covid 19 é o Palacete Centenário que abriga hoje o Centro Cultural do Ministério da Saúde, este foi instituído pela Lei Municipal nº 1.139/87, localizado no Corredor Cultural do Rio de Janeiro traça critérios para a utilização e preservação da arquitetura no centro histórico da antiga capital do país.";"36000 - Ministério da Saúde";"SAA/SE/MS";"Sim";01/02/2024;30/06/2025;14.600.000,00;0,00;100,00;"Não";
2025;"5123";"1280";"0488";"3356";"Unidades Federadas realizando vigilância baseada em eventos (VBE) para as emergências de saúde públicas utilizando a ferramenta EIOS (Epidemic Intelligence from Open Sources).";"Desde 2023, o departamento tem realizado oficinas de treinamento nos estados e no Distrito Federal sobre o uso da ferramenta EIOS (Epidemic Intelligence from Open Sources). O objetivo é assegurar que os estados adotem o EIOS para a realização da Vigilância Baseada em Eventos (VBE), ampliando assim a capacidade de monitoramento e detecção precoce de emergências.";"36000 - Ministério da Saúde";"Departamento de Emergências em Saúde Pública/Secretaria de Vigilância em Saúde e Ambiente";"Não";;;;;;"";
2025;"5123";"1280";"0488";"3357";"Unidades Federadas com implantação de Monitoramento e Avaliação de Capacidades (MAC) do Regulamento Sanitário Internacional (RSI) a nível subnacional.";"O Departamento realizará a implementação do Instrumento de Monitoramento e Avaliação de Capacidades do RSI, em nível subnacional, com o objetivo de estimular e apoiar a autoavaliação das capacidades do RSI nas 27 unidades federativas. O monitoramento contínuo das capacidades de enfrentamento às emergências é um requisito do Regulamento Sanitário Internacional, que o Brasil, como país signatário, deve atender.";"36000 - Ministério da Saúde";"Departamento de Emergências em Saúde Pública/Secretaria de Vigilância em Saúde e Ambiente";"Não";;;;;;"";
2025;"5123";"1280";"0488";"3358";"Oficinas de Ativação de Estruturas de Resposta às emergências de saúde públicas realizadas junto as Unidades Federativas.";"Etapa focada na capacitação das equipes para a ativação de estruturas de resposta, como os Centros de Operações de Emergência em Saúde (COE), nas 27 unidades federativas para garantir a uniformização e o fortalecimento das capacidades de resposta em todo o território nacional.";"36000 - Ministério da Saúde";"DEMSP/SVSA";"Não";;;;;;"";
2025;"5123";"1280";"0488";"3359";"Simulados de preparação, vigilância e resposta às emergências de saúde públicas realizados junto as Unidades Federativas.";"A etapa dos simulados será marcada por encontros que visam consolidar as ações implementadas até o momento, além de avaliar os avanços das iniciativas lançadas nas oficinas anteriores. Nesse contexto, os simulados se apresentam como ferramentas essenciais, pois possibilitam a testagem da eficácia dos planos de contingência e o preparo dos profissionais de saúde para responder de forma ágil e coordenada a diferentes cenários de emergência.";"36000 - Ministério da Saúde";"Departamento de Emergências em Saúde Pública/Secretaria de Vigilância em Saúde e Ambiente";"Não";;;;;;"";
2025;"5123";"1280";"0488";"1700";"Profissionais formados em epidemiologia pelo Programa de Treinamento em Epidemiologia aplicada aos Serviços do Sistema único de Saúde - EpiSUS nos três níveis de formação: Fundamental, Intermediário e Avançado.";"Profissionais que concluíram o curso de epidemiologia de campo pelo Programa de Treinamento em Epidemiologia aplicada aos Serviços do Sistema único de Saúde - EpiSUS em sua totalidade. Sejam os que se increveram para o nível: Fundamental, Intermediário ou Avançado.";"36000 - Ministério da Saúde";"Departamento de Emergências em Saúde Pública / Secretaria de Vigilância em Saúde e Ambiente";"Não";;;;;;"";
2025;"5123";"1280";"0488";"1699";"Centro de Inteligência Epidemiológica Nacional implantado.";"Ter a Inteligência Epidemiológica instituída no processo de vigilância das Emergências em Saúde Pública por meio da divulgação de informação em vigilância em saúde por meio de Painéis de: Dengue, Chikungunya, Zika, Febre Amarela, Tuberculose, Covid-19, Influenza, SRAG, Malária, Coberturas vacinais do calendário infantil, Hepatites virais e Intoxicações exógenas.";"36000 - Ministério da Saúde";"DEMSP/SVSA/MS";"Não";;;;;;"Sim";
2025;"1617";"1305";"0514";"1915";"Instrumentos de gestão ambiental e territorial de terras indígenas (IGATIs) elaborados ou revisados";"Apoio à elaboração e revisão de instrumentos de gestão ambiental e territorial de terras indígenas (IGATIs), tanto pelo MPI, quanto pela Funai.";"84000 - Ministério dos Povos Indígenas";"MPI/SEGATI e Funai/DPDS/CGGAM";"Não";;;;;;"";
2025;"1617";"1305";"0514";"1916";"Eventos formativos em gestão territorial e ambiental de territórios indígenas e para o enfrentamento da emergência climática realizados";"Realização de eventos formativos em gestão territorial e ambiental de territórios indígenas e para o enfrentamento da emergência climática.";"84000 - Ministério dos Povos Indígenas";"MPI/SEGATI e Funai/DPDS/CGGAM";"Não";;;;;;"";
2025;"1617";"1305";"0514";"1917";"Eventos de formação na sociobioeconomia indígena realizados";"Realização de eventos de formação na sociobioeconomia indígena. As temáticas da sociobioeconomia indígena envolvem agroecologia, sistemas agroflorestais, etnodesenvolvimento, educação etnoambiental, saúde ambiental, entre outros.";"84000 - Ministério dos Povos Indígenas";"Funai/DPDS/CGETNO";"Não";;;;;;"";
2025;"1617";"1305";"0514";"1919";"Projetos de transição agroecológica e produção sustentável em territórios indígenas em implementação";"Apoio à implementação de projetos de transição agroecológica e produção sustentável em territórios indígenas.";"84000 - Ministério dos Povos Indígenas";"Funai/DPDS/CGETNO";"Não";;;;;;"";
2025;"1617";"1305";"0514";"1920";"Tecnologias sociais voltadas ao uso sustentável da agrobiodiversidade indígena em implementação";"Apoio à implementação de tecnologias sociais voltadas ao uso sustentável da agrobiodiversidade indígena.";"84000 - Ministério dos Povos Indígenas";"Funai/DPDS/CGETNO";"Não";;;;;;"";
2025;"1617";"1305";"0514";"1922";"Infraestrutura de produção, beneficiamento, armazenamento e transporte de produtos e serviços de sociobiodiversidade indígena implantada e adequada";"Projetos de apoio à implantação e adequação de infraestrutura de produção, beneficiamento, armazenamento e transporte de produtos e serviços de sociobiodiversidade indígena.";"84000 - Ministério dos Povos Indígenas";"Funai/DPDS/CGETNO";"Não";;;;;;"";
2025;"1617";"1305";"0514";"1923";"Oficinas realizadas visando a qualificação de indígenas para o acesso ao PAA, ao PNAE e à PGPMBIO";"Realização de oficinas visando a qualificação de indígenas para o acesso ao PAA, ao PNAE e à PGPMBIO.";"84000 - Ministério dos Povos Indígenas";"Funai/DPDS/CGETNO";"Não";;;;;;"";
2025;"1617";"1305";"0514";"1925";"Planos de visitação turística em terras indígenas em implementação";"Apoio à implementação de planos de visitação turística em terras indígenas.";"84000 - Ministério dos Povos Indígenas";"Funai/DPDS/CGETNO";"Não";;;;;;"";
2025;"1617";"1305";"0514";"1926";"Iniciativas de promoção, marketing e certificação de produtos indígenas realizadas";"Apoio a iniciativas de promoção, marketing e certificação de produtos indígenas.";"84000 - Ministério dos Povos Indígenas";"FunaiDPDS/CGETNO";"Não";;;;;;"";
2025;"1617";"1305";"0514";"1927";"Organizações produtivas indígenas fortalecidas e articuladas";"Apoio ao fortalecimento e à articulação de entidades indígenas gestoras de iniciativas econômicas comunitárias e redes de organizações produtivas indígenas.";"84000 - Ministério dos Povos Indígenas";"Funai/DPDS/CGETNO";"Não";;;;;;"";
2025;"1617";"1305";"0514";"1933";"Manejo e monitoramento participativo da biodiversidade realizados";"As iniciativas de manejo e monitoramento participativo da biodiversidade consistem na produção de inventários e no monitoramento da fauna e da flora em Terras Indígenas. Elas são realizadas pelas comunidades indígenas, em especial por agentes ambientais indígenas capacitados.";"84000 - Ministério dos Povos Indígenas";"Funai/DPDS/CGGAM e CGETNO";"Não";;;;;;"";
2025;"1617";"1305";"0514";"1934";"Ações para recuperação ambiental em Terras Indígenas em andamento";"Ações de apoio à recuperação ambiental em terras indígenas.";"84000 - Ministério dos Povos Indígenas";"Funai/DPDS/CGGAM";"Não";;;;;;"";
2025;"1617";"1305";"0514";"2106";"Mecanismos de divulgação do artesanato indígena criados, com enfoque na geração de renda";"Criação de mecanismos de divulgação do artesanato indígena, com enfoque na geração de renda.";"84000 - Ministério dos Povos Indígenas";"Funai/DPDS/CGETNO";"Não";;;;;;"";
2025;"1617";"1305";"0514";"2829";"Oitivas realizadas em processos de licenciamento ambiental";"Realização de oitivas de consulta a comunidades indígenas em processos de licenciamento ambiental.";"84000 - Ministério dos Povos Indígenas";"Funai/DPDS/CGLIC";"Não";;;;;;"";
2025;"5120";"1339";"0494";"2639";"Cadeias para a produção de imunobiológicos, fármacos e equipamentos e para o desenvolvimento de tecnologias de informação e conectividade (TIC) estuturadas ou modernizadas.";"É necessário fortalecer a capacidade de produção local de produtos de base química e biotecnológica, de dispositivos médicos e de tecnologias de comunicação e conectividade, além de buscar a modernização dos laboratórios públicos para o enfrentamento de pandemias e doenças tropicais negligenciadas (DTNs), como esquistossomose, malária e hanseníase. A entrega promove a estruturação ou a modernização de 15 instituições, com o foco em: -Instalação e qualificação de 03 plantas fabris de sólidos orais (2 no eixo Norte-Nordeste), -Ampliação da rede fabril pública para produção de soros hiperimunes, -Estruturação e modernização de plataformas fabris para produção de medicamentos biotecnológicos e vacinas (90% dos Ingredientes Farmacêuticos Ativos (IFA) são importados), -Instalação de plantas fabris de produção de medicamentos citotóxicos (oncológicos) e injetáveis, -Estruturação de área fabril destinada à produção de dispositivos médicos, -Estruturação de área de desenvolvimento em tecnologias de informação e conectividade (TICs).";"36000 - Ministério da Saúde";"SECTICS/MS";"Sim";30/10/2024;31/12/2026;6.000.000.000,00;0,00;15,00;"Não";
2025;"5120";"1339";"0494";"1707";"Projetos para o desenvolvimento e a inovação em tecnologias em saúde firmados.";"O estímulo a projetos de inovação em tecnologias de uso em saúde tem papel significativo na sustentabilidade do Sistema Único de Saúde (SUS), a partir do desenvolvimento de medicamentos, insumos farmacêuticos ativos, vacinas, hemoderivados e dispositivos médicos, focados na melhoria do desempenho dos serviços de saúde, na ampliação da competitividade da base produtiva e no desenvolvimento social e econômico do país.";"36000 - Ministério da Saúde";"DECEIIS/SECTICS/MS";"Não";;;;;;"Não";
2025;"5120";"1339";"0494";"1708";"Projetos voltados para a ampliação e qualificação da produção local de tecnologias em saúde firmados.";"Estimular projetos para a ampliação e qualificação da produção local de tecnologias em saúde no país visa o desenvolvimento e a internalização de competências para a produção de tecnlogias críticas, como medicamentos, insumos farmacêuticos ativos, vacinas, hemoderivados e dispositivos médicos.";"36000 - Ministério da Saúde";"DECEIIS/SECTICS/MS";"Não";;;;;;"Não";
2025;"5120";"1339";"0494";"1709";"Projetos para o desenvolvimento de serviços tecnológicos e soluções para informação e conectividade firmados.";"O estímulo a projetos de desenvolvimento de serviços tecnológicos e soluções para informação e conectividade tem papel significativo para a efetividade do Sistema Único de Saúde (SUS), a partir do desenvolvimento de tecnologias focadas na melhoria do desempenho dos serviços de saúde, na ampliação da competitividade da base produtiva e no desenvolvimento social e econômico do país.";"36000 - Ministério da Saúde";"DECEIIS/SECTICS/MS";"Não";;;;;;"Não";
2025;"5120";"1339";"0494";"1710";"Instrumentos voltados para o fortalecimento do Complexo Econômico-Industrial da Saúde (CEIS) formalizados.";"A formalização de instrumentos para o fortalecimento do Complexo Econômico-Industrial da Saúde (CEIS), como medidas, programas e políticas, de forma coordenada com outros órgãos e instituições, visa dar efetividade à ação pública, com foco no estimulo da inovação e da produção local de tecnologias críticas para o Sistema Único de Saúde (SUS).";"36000 - Ministério da Saúde";"DECEIIS/SECTICS/MS";"Não";;;;;;"Não";
2025;"5120";"1339";"0494";"1711";"Complexo Industrial de Biotecnologia em Saúde - CIBS (FIOCRUZ)";"Concluir o empreendimento e ampliar a oferta de vacinas e biofármacos visando atender não só aos programas públicos de saúde como também a demanda externa das Nações Unidas. Os investimentos previstos contemplam: - Compromissos contratuais com os fornecedores dos grandes equipamentos já adquiridos, assim como dar continuidade às aquisições dos equipamentos prioritários para serem instalados concomitantemente com o cronograma da obra, - Adequação do escritório do Campus Santa Cruz para receber os engenheiros e técnicos que irão acompanhar o andamento das obras, - Continuidade do escopo da empresa contratada para Integração do cronograma de implantação do Empreendimento, - Aquisição de mobiliário de escritório e de TI, - Locação de containers para montagem do Escritório de Campo da equipe do NCPFI que acompanhará o Empreendimento, - Contratação de transporte corporativo dos colaboradores da Equipe de Campo do NCPFI, - Terceirização de mão-de-obra para o Empreendimento, - Qualificação, Validação e Regulamentação do Empreendimento, - Materiais e insumos para Teste de Equipamentos e Pré-Operação.";"36000 - Ministério da Saúde";"Fundação Oswaldo Cruz - Fiocruz";"Sim";01/11/2012;30/10/2030;3.510.000.000,00;17,96;66,07;"Não";
2025;"5120";"1339";"0494";"1712";"Fábrica de oncológicos concluída.";"Uma fábrica de oncológicos que fornecerá medicamentos para tratamento de doenças oncológicas no SUS.";"36000 - Ministério da Saúde";"Fundação Oswaldo Cruz - Fiocruz";"Sim";01/01/2025;31/12/2028;300.000.000,00;0,00;80,00;"Não";
2025;"5120";"1339";"0494";"1713";"Fábrica de fator VIII recombinante em operação";"Implantação da fábrica de biotecnológicos da Hemobrás que propiciará a produção do fator VIII recombinante contribuindo para a auto-suficiência na produção nacional do produto e redução da dependência do mercado/tecnologia externa de insumos estratégicos.";"36000 - Ministério da Saúde";"Empresa Brasileira de Hemoderivados e Biotecnologia - Hemobrás";"Sim";01/01/2016;30/12/2026;250.000.000,00;63,13;100,00;"Não";
2025;"5120";"1339";"0494";"1714";"Fábrica de Hemoderivados em operação. (HEMOBRÁS)";"A fábrica de hemoderivados terá capacidade para processar 500 mil litros de plasma e produzir inicialmente 6 hemoderivados. A unidade fabril contemplará os seguintes blocos: B01 (que abriga a câmara fria para estocagem do plasma), B17 (reservado para os geradores de energia), B14 (com um reservatório enterrado com capacidade para 450 mil litros de água), B02 (onde ocorrerá o fracionamento do plasma humano e sua transformação em medicamentos), B03 (destinado ao envase), B04 (embalagem), B05 (estocagem de produto acabado e almoxarifado), B06 (laboratórios de controle de qualidade), B10 (caldeiras para a produção de vapor), B11 (estocagem dos produtos químicos), B12 (prédio de manutenção da planta industrial), B13 (estocagem de resíduos sólidos), B16 (estocagem de etanol), B18 (subestação elétrica de 69 kV), B19 (painéis elétricos e transformadores), B20 (tanque intermediário de etanol), P01 (portaria), R15 Pipe Rack (estrutura metálica para suporte de tubulação), além do pátio de manobras do Bloco B05, com 2.482 m² e capacidade para cinco caminhões.";"36000 - Ministério da Saúde";"Empresa Brasileira de Hemoderivados e Biotecnologia - Hemobrás";"Sim";01/01/2007;30/12/2027;794.500.000,00;65,00;100,00;"Não";
2025;"5118";"1331";"0503";"1825";"Profissionais da Rede de Atenção Psicossocial capacitados em Saúde Mental.";"Pretende promover a ampliação de profissionais da Rede de Atenção Psicossocial capacitados em saúde mental para ampliar o número de profissionais aptos a atuarem junto à população na área de saúde mental e promover a melhoria da qualidade do serviços prestados e o acesso da população aos serviços de atenção especializada em saúde mental, no âmbito da Rede de Atenção Psicossocial, conforme as necessidades de saúde da população, buscando reduzir as desigualdades de raça/etnia, gênero, regionais e sociais.";"36000 - Ministério da Saúde";"Secretaria de Atenção Especializada à Saúde - SAES/MS";"Não";;;;;;"Não";
2025;"5118";"1331";"0503";"2562";"Centros de Atenção Psicossocial (CAPS) construídos.";"A entrega prevê a construção de novos Centros de Atenção Psicossocial (CAPS) - CAPS I, II, III, IJ, AD, AD III, AD IV, com vistas a promover a ampliação da oferta de serviços de saúde mental e contribuir com o acesso da população aos serviços de atenção especializada em saúde mental, no âmbito da Rede de Atenção Psicossocial, conforme as necessidades de saúde da população, buscando reduzir as desigualdades de raça/etnia, gênero, regionais e sociais. Trata-se de Equipamentos psicossociais com serviços de saúde mental, para atendimentos de pessoas com sofrimento psíquico e/ou transtorno mental e com necessidades decorrentes de uso de crack, álcool e outras drogas, com a finalidade de beneficiar 6,4 milhões de novas pessoas.";"36000 - Ministério da Saúde";"Secretaria de Atenção Especializada à Saúde - SAES/MS";"Sim";01/01/2024;31/12/2027;667.662.073,00;0,00;300,00;"Não";
