"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Indicador";"Denominação";"Sigla";"Índice de Referência";"Em Apuração";"Data de Apuração";"Unidade de Medida";"Descrição ";"Período ou Data a que se Refere";"Data de Divulgação/Disponibilização";"Periodicidade";"Polaridade";"Fórmula de Cálculo";"Variáveis de Cálculo";"Fonte de Dados das Variáveis de Cálculo";"Forma de Disponibilização";"Procedimento de Cálculo";"Limitações";"Notas Explicativas";
2025;"5121";"1316";"0474";10862;"Número de entes federados com Relatório de Gestão encaminhado para apreciação no Conselho de Saúde";;4.249,00;Não;31/12/2023;"Número de entes federados com Relatório de Gestão encaminhado para apreciação no Conselho de Saúde";"Mede o número de entes federados que encaminharam o Relatório de Gestão para apreciação no Conselho de Saúde. Possibilita monitorar em que medida os entes federados estão cumprindo sua responsabilidade prevista na legislação, que é a de elaboração e envio do Relatório de Gestão para apreciação no conseho de saúde. O Relatório de Gestão é um importante instrumento de planejamento, por meio do qual é feita avaliação dos resultados das metas previstas em outro instrumentos de planejamento, a Programação Anual de Saúde. Esta por sua vez, é o instrumento que operacionaliza as intenções expressas no Plano de Saúde, instrumento central do plajemento no SUS. Dessa maneira, o indicador permite monitorar o ciclo de planejamento no seu conjunto.";"Último dia do mês";"Resultados serão apurados e divulgados mensalmente";"Número de entes federados com Relatório de Gestão encaminhado para apreciação no Conselho de Saúde";"Quanto maior melhor";;"Relatórios de gestão encaminhados ao conselho para apreciação apresentam os seguintes status no DGMP: 'Aprovado', 'Aprovado com ressalvas',' Em análise no conselho de saúde' e 'Não aprovado'. Os relatórios que apresentam no DGMP os status 'Não iniciado', 'Em elaboração' e 'Retornado para ajustes' são classificados como não enviados para apreciação no conselho de saúde. Consideram-se os relatórios encaminhados até o final do ano subsequente a sua competência.";"digiSUS Gestor - Módulo Planejamento (DGMP).";"Boletim Situação dos Instrumentos de Planejamento do SUS. Os boletins são publicados na página do DGMP e encaminhados para Conass, Conasems, CNS, áreas técnicas do Ministério da Saúde e Superintendências do Ministério da Saúde por meio de processo SEI.";"Acessar a página do digiSUS Gestor - Módulo Planejamento (DGMP): https://digisusgmp.saude.gov.br/. Clicar em acesso público e depois em Extração Instrumentos de Planejamento. Seleciona-se todos os estados, todas as fases e em instrumento, selecionar RAG. A tabela gerada em excel apresentará a situação de entrega do relatório de gestão de todas as Unidades Federativas desde 2018. Filtra-se o ano que se deseja pesquisar para realizar o quantitativo de entes federados que enviaram o RAG para apreciação no respectivo conselho de saúde.";"Limita-se a medição quantitativa, número de relatórios. Não proporciona análises qualitativas.";"A previsão da meta é aumentar o número das entregas e reduzir as pendências dos instrumentos de planejamento no SUS verificadas no sistema DigiSUS Gestor - Módulo Planejamento (DGMP). A análise da série histórica contendo o número de entes federados com relatório de gestão encaminhado ao Conselho de Saúde para apreciação demonstra que, historicamente, as pendências se acumulam ao longo dos últimos anos.";
2025;"5121";"1316";"0475";11034;"Número de alunos concluintes nas ações formativas para redução das desigualdades regionais e sociais em saúde";;160,00;Não;30/06/2023;"Número de alunos concluintes nas ações formativas para redução das desigualdades regionais e sociais em saúde";"Mede o número de alunos concluintes nas ações formativas para redução das desigualdades regionais e sociais em saúde (havendo qualificação profissional para o SUS a distância com iniciativas novas).";"30/06 e 31/12";"Julho e janeiro";"Número de alunos concluintes nas ações formativas para redução das desigualdades regionais e sociais em saúde";"Quanto maior melhor";;"Nº de alunos concluintes: refere-se ao quantitativo de alunos matriculados que completaram com sucesso todas as etapas da ação formativa, independente de terem ou não recebido uma certificação. As etapas concluídas são acompanhadas pelo sistema (avaliação somativa), nos cursos em que não há defesa de trabalho final, onde este se torna o comprovante.";"Relatórios extraídos do Campus Virtual Fiocruz (CVF), do Sistema Integrado de Ensino Fiocruz (SIEF) e do Sistema de Gerenciamento Acadêmico (SIGA)";"Campus Virtual Fiocruz (CVF), Sistema Integrado de Ensino Fiocruz (SIEF) e Sistema de Gerenciamento Acadêmico (SIGA)";"As informações sobre os alunos concluintes das unidades técnico-científicas da Fiocruz são monitoradas pela CGE/VPEIC, por meio dos sistemas de gerenciamento acadêmico da Fiocruz. Dessa forma, para calcular o indicador, deve-se entrar nos sistemas do CVF, SIEF e SIGA, conforme a natureza do curso, extrair o relatório de alunos concluintes no período em questão, verificar o dado total de alunos em cada relatório e realizar a soma dos quantitativos encontrados.";"Instabilidades nos sistemas";;
2025;"5123";"1280";"0489";10905;"Percentual de execução das ações de produção de conhecimento planejadas";;0,00;Não;30/06/2023;"Percentual de execução das ações de produção de conhecimento planejadas";"Produção de conhecimento sobre determinantes ambientais da saúde (mudanças do clima, poluição e biodiversidade) para fortalecimento da inovação do SUS e melhoria da qualidade de vida da população brasileira.";"31/12 do ano a que se refere o indicador.";"Fevereiro do ano seguinte a que se refere o indicador.";"Percentual de execução das ações de produção de conhecimento planejadas";"Não se aplica";;"P=Numero de produção de conhecimento sobre determinantes ambientais da saúde (mudanças do clima, poluição e biodiversidade) executadas. TP=Total de produções planejadas.";"Sistema de Apoio à Gestão - SAGE";"Metas físicas cadastradas no Sistema de Apoio à Gestão - SAGE";"Contabilizar em relatório anual a produção de conhecimento xsobre determinantes ambientais da saúde (mudanças do clima, poluição e biodiversidade) executadas, dividido pelo total de planejadas, multiplicado por 100.";"Insuficiência de recursos para realizar as ações.";;
2025;"5838";"1340";"0519";11306;"Número de ações e projetos voltados à educação escolar indígena";"NAPEEI";0,00;Não;30/06/2023;"Número de ações e projetos voltados à educação escolar indígena";"O indicador contabiliza o número de ações e projetos voltados à educação escolar indígena realizados.";"31/03, 30/06, 30/09, 31/12";"30/04, 31/07, 31/10, 31/12";"Número de ações e projetos voltados à educação escolar indígena";"Quanto maior melhor";;"Número de diagnósticos da educação escolar indígena ";"Relatório de Atividades Executadas - RAE";"Relatório de Monitoramento Trimestral - RMT";"Contagem simples a partir de consulta à fonte de dados";"É um indicador de esforço. Além disso, o seu desempenho é afetado pela diversidade e complexidade das realidades da educação escolar indígena, bem como por restrições de servidores em várias regiões. ";;
2025;"5117";"1266";"0480";10883;"Número de serviços de cuidado farmacêutico realizados nos estabelecimentos de saúde ofertados aos usuários do SUS";"NSCUIDADOFRSUS";6.251.476,00;Não;30/09/2023;"Número de serviços de cuidado farmacêutico realizados nos estabelecimentos de saúde ofertados aos usuários do SUS";"Permite medir a quantidade de serviços de cuidado farmacêutico realizados nos estabelecimentos de saúde das Redes de Atenção à Saúde aos usuários do SUS. Os serviços de cuidado farmacêutico incluem uma relação padrão de procedimentos realizados pelo profissional farmacêutico no atendimento ao usuário do SUS. O monitoramento deste indicador se dará mês a mês a partir das informações apresentadas por municípios e estados no Sistema de Informação Ambulatorial do SUS - (SIA/SUS), Sistema de Informações Hospitalares do SUS -(SIH/SUS) e Sistema de Informação em Saúde para a Atenção Básica (SISAB) e prioritariamente utilizará os procedimentos relacionados as Consultas/ atendimentos/ Acompanhamentos, conforme Tabela de Procedimentos do SUS (SIGTAP) pelos profissionais no CBO Farmacêutico ofertados aos usuários do SUS nos estabelecimentos de saúde nos três níveis de atenção à saúde, incluindo as farmácias do componentes especializados da assistência farmacêutica.";"Último dia do mês";"Dia 10 de cada mês divulgação dos dados do mês anterior.  ";"Número de serviços de cuidado farmacêutico realizados nos estabelecimentos de saúde ofertados aos usuários do SUS";"Quanto maior melhor";;"Número de atendimentos de cuidado farmacêutico aos usuários nas redes de atenção à saúde realizados pelo profissional farmacêutico em determinado período de tempo.";"SIGTAP - Sistema de Gerenciamento da Tabela de Procedimentos, Medicamentos, Órteses, Próteses e Materiais Especiais do SUS CNES - Cadastro Nacional de Estabelecimentos de Saúde Sistema de Informação Ambulatorial do SUS (SIA/SUS) Sistema de Informações Hospitalares do SUS (SIH/SUS) e Sistema de Informação em Saúde para a Atenção Básica (SISAB)";"Disponibilizada nos relatórios de Monitoramento do Departamento de Assistência Farmacêutica. ";"1. Acessar o site do SIGTAP: http://sigtap.datasus.gov.br/tabela-unificada/app/sec/inicio.jsp 2. Realizar o levantamento dos serviços farmacêuticos que constam na base de dados do Sistema de Informações Ambulatoriais do SUS (SIA/SUS), Sistema de Informações Hospitalares do SUS (SIH/SUS) e Sistema de Informação em Saúde para a Atenção Básica (SISAB). 3. Extração da tabela de procedimentos com os serviços cadastrados e a sua produção por estabelecimento de saúde (CNES) e na CBO Farmacêutico 4. Gerar dados de Consultas/ atendimentos/ Acompanhamentos ofertados ao usuário do SUS do mês desejado. O rol de serviços/procedimentos será definido em documento oficial.";"Ausência e/ou inconsistência na inserção das informações nas bases de dados dos sistemas consultados que impossibilitem a geração de dados confiáveis. ";;
2025;"5120";"1339";"0490";10918;"Percentual de pesquisas prioritárias fomentadas";"PPESQUISAPRIORIT";87,00;Não;31/12/2022;"Percentual de pesquisas prioritárias fomentadas";"O indicador mede o esforço do Decit/SECTICS/MS em fomentar pesquisas prioritárias em saúde, definidas na agenda, no âmbito da PNCTIS, e no contexto epidemiológico e internacional, de forma a impulsionar a ciência e tecnologia no país e promover a utilização da produção científica e tecnológica no aprimoramento de políticas, programas e ações de saúde pública, buscando mitigar ou resolver os problemas de saúde da população e do SUS, com foco nas prioridades em saúde. ";"Último dia do mês";"Primeira quinzena do mês subsequente.";"Percentual de pesquisas prioritárias fomentadas";"Não se aplica";;"Pesquisas prioritárias fomentadas pelo Departamento de Ciência e Tecnologia - DECIT, considerando os critérios vigentes para considerar uma pesquisa prioritária: 1) Agenda Nacional de Prioridades de Pesquisa em Saúde - ANPPS, 2) Agenda de Prioridades de Pesquisa do Ministério da Saúde - APPMS, 3) demandas em caráter de emergência em saúde pública, 5) pesquisas cujas temáticas foram definidas por Oficina de Prioridades em Pesquisa, como aquelas fomentadas por meio do Programa Pesquisa para o SUS ? PPSUS, 6) pesquisas que visem promover e fortalecer o Programa Nacional de Genômica e Saúde de Precisão ? Genomas Brasil. Consideram-se pesquisas estratégicas aquelas cujos resultados das pesquisas fomentadas tragam novos conhecimentos em diversas áreas e situações de saúde e proponham a utilização da produção científica e tecnológica no aprimoramento de políticas, programas e ações de saúde pública, buscando mitigar ou resolver problemas os problemas de saúde da população e do SUS.  ";"Os dados serão alimentados em planilha gerencial a partir das informações disponibilizadas: - No site do TransfereGov (https://ted.transferegov.sistema.gov.br/ted/programa/consulta), por meio da formalização das pesquisas via TED ou convênio, - Informações do Conselho Nacional de Desenvolvimento Científico e Tecnológico - CNPq, disponibilizados no site (https://www.gov.br/cnpq/pt-br), a respeito da contratação dos projetos aprovados por meio de chamada pública, - Consulta dos termos de referências elaborados e encaminhados ao CNPq, para os projetos contratados por meio de contratação direta via CNPq.";"Monitoramento por meio do Sistema de Planejamento e Monitoramento - SIPLAM";"Etapa 1: contabilizar as pesquisas estratégicas fomentadas. Etapa 2: contabilizar, das pesquisas estratégicas fomentadas (etapa 1), àquelas que são prioritárias, considerando: ANPPS, APPMS, emergência em saúde pública, pesquisas cujas temáticas foram definidas por Oficina de Prioridades em Pesquisa, como aquelas fomentadas por meio do Programa Pesquisa para o SUS ? PPSUS, pesquisas que visem promover e fortalecer o Programa Nacional de Genômica e Saúde de Precisão ? Genomas Brasil. Etapa 3: dividir o resultado da etapa 2 pela etapa 1 e multiplicar por 100.";"O indicador restringe-se a apontar o número de pesquisas científicas e tecnológicas fomentadas, na medida em que visa a incentivar a produção do conhecimento científico. O indicador, entretanto, não identificará os resultados qualitativos das pesquisas realizadas, tampouco refletirá a distribuição territorial e a aplicabilidade das evidências e das soluções tecnológicas decorrentes das pesquisas.";"O Decit/SCTIE/MS foi criado no ano 2000, tendo fomentado mais de seis mil pesquisas científicas e tecnológicas em saúde. A meta prevista para o PPA 2020 - 2023, de 1200 pesquisas financiadas, é inferior a meta cumulativa do PPA 2016-2019, de competência do Decit/SCTIE/MS, uma vez que a estratégia de fomento à pesquisas deste Planejamento está voltada ao desenvolvimento de pesquisas científicas e tecnológicas de médio e grande porte, resultando em projetos mais robustos e que possam trazer resultados de maior impacto para o SUS. Não obstante, no âmbito do Programa Pesquisa para o SUS (PPSUS), serão realizadas chamadas públicas estaduais, que incluirão o financiamento de pesquisas de pequeno porte, direcionadas à resolução de problemas de saúde local, bem como à redução das desigualdades regionais, em busca do pleno desenvolvimento científico e tecnológico em saúde do País. Consideram-se pesquisas prioritárias àquelas cujas temáticas estejam contidas na Agenda Nacional de Prioridades em Pesquisa (ANPPS) e Agenda de Prioridades de Pesquisa do Ministério da Saúde (APPMS), respondam a demandas em caráter de emergência em saúde pública, sejam definidas por Oficina de Prioridades em Pesquisa, como aquelas fomentadas por meio do Programa Pesquisa para o SUS ? PPSUS, ou visem promover e fortalecer o Programa Nacional de Genômica e Saúde de Precisão ? Genomas Brasil.  ";
2025;"5123";"1280";"0483";10899;"Taxa de incidência média de arboviroses nos últimos 5 anos";;641,90;Não;31/12/2023;"Taxa de incidência média de arboviroses nos últimos 5 anos";"A taxa de incidência de arboviroses sofre flutuações a cada ano, com aumento significativo em anos epidêmicos. O uso da taxa de incidência média nos últimos 5 anos tem como finalidade reduzir os efeitos dessas oscilações, de modo que o indicador se torne mais estável na série histórica e que a ocorrência de surtos e epidemias em determinados anos seja ponderada pela incidência em períodos não epidêmicos.";"A média dos último 5 anos a partir de 2020 (2020-2024, 2021-2025, 2022-2026, 2023-2027).";"Semanalmente no período sazonal (outubro a maio), e quinzenalmente no período de baixa ocorrência (junho a setembro).";"Taxa de incidência média de arboviroses nos últimos 5 anos";"Quanto menor melhor";;"- Os números de casos de dengue, chikungunya e Zika referem-se aos casos prováveis (todos os casos notificados, excluídos os casos descartados), o número de casos de febre amarela refere-se aos casos confirmados. - População residente no Brasil é o enumerado de pessoas pelo seu local de residência habitual.";"- Ministério da Saúde/Secretaria de Vigilância em Saúde: Sistema de Informação de Agravos de Notificação ? Sinan (dados consolidados pela CGARB) - Estimativa da população residente atualizada anualmente pelo IBGE";"Boletim epidemiológico";"- Download dos bancos de dados do SINAN, - Análise de consistência e limpeza das bases de dados (exclusão de duplicidades, avaliação dos critérios de classificação, etc.), - Tabulação dos bancos de dados do SINAN para extração das informações de casos prováveis (dengue, chikungunya e Zika) e de casos confirmados (febre amarela). ";" A ocorrência de surtos e epidemias pode implicar em aumento do indicador, - A subnotificação/redução das taxas de incidência durante a epidemia por COVID-19 implicou na redução da taxa de incidência média, de modo que esse fator pode refletir negativamente nas metas estabelecidas, - A taxa de incidência depende da capacidade técnico-operacional do sistema de vigilância epidemiológica, em cada unidade federada, para detectar, notificar, investigar e encerrar os casos suspeitos notificados, e - Durante epidemias, não há obrigatoriedade de investigação de 100% dos casos suspeitos de dengue, sendo computados os casos ignorados e em branco como casos prováveis.";"Os indicadores de cada ano considerarão a taxa de incidência média nos últimos 5 anos (2020-2024, 2021-2025, 2022-2026, 2023-2027). Não se trata de média móvel já que o cálculo não é realizado a partir das taxas de incidência em cada ano, mas a partir da soma do número absoluto de casos no período.";
2025;"5123";"1280";"0484";10900;"Indice composto de HIV/aids, TB, HCV, HBV e sífilis congênita";;0,00;Sim;31/12/2022;"Indice composto de HIV/aids, TB, HCV, HBV e sífilis congênita";" Esse índice composto mensura conjuntamente a carga do HIV/aids, TB, HCV, HBV e sífilis congênita no país. A diminuição dessa carga é fundamental para o alcance das metas de eliminação dessas doenças de determinação social.";"31/12";"Março do ano subsequente ";"Indice composto de HIV/aids, TB, HCV, HBV e sífilis congênita";"Quanto maior melhor";;"Os indicadores utilizados são calculados da seguinte maneira: 1. Taxa de incidência de sífilis congênita em menores de um ano por 1.000 nascidos vivos Numerador: (Número de casos de aids em um determinado ano de diagnóstico) X 1.000 Denominador: Número de nascidos vivos no ano analisado  2. Taxa de detecção de aids em menores de 5 anos por 100.000 habitantes Numerador: (Número de casos de aids em menores de 5 anos de idade no ano analisado) X 100.000 Denominador: População de menores de 5 anos de idade no ano analisado 3. Taxa de detecção de hepatite B em crianças de 0 a 6 anos por 100.000 habitantes Numerador: (Número de casos de confirmados de hepatite B em crianças de 0 a 6 anos de idade no ano analisado) X 100.000 Denominador: População de menores de 5 anos de idade no ano analisado 4. Taxa de detecção de casos de tuberculose Numerador: (Número de casos registrados de tuberculose (casos novos e recidivas) X 100 Denominador: Número de casos de tuberculose estimados por meio de modelo matemático pela OMS 5. Taxa de detecção de aids em adultos maiores de 13 anos por 100.000 habitantes Numerador: Número de casos de aids em menores de 5 anos de idade no ano analisado X 100.000 Denominador: População de menores de 5 anos de idade no ano analisado 6. Razão entre o número de casos de hepatite C e o número de pessoas tratadas para hepatite C Numerador: Número de pessoas tratadas para hepatite C X 100 Denominador: Número de casos de hepatite C no ano analisado";"Sífilis congênita: Sinan/SVS/MS Aids: Sinan/SVS/MS, Siscel/SVS/MS, Siclom/SVS/MS e SIM/SVS/MS. Hepatite B: Sinan/SVS/MS Hepatite C: Sinan/SVS/MS e Siclom-HV/SVS/MS Tuberculose: Sinan/SVS/MS e Relatório anual da OMS População: IBGE";"No site do DATHI/SVSA/MS";"O índice pode variar de 0 a 6 pontos e é calculado somando um ponto se: 1. Há diminuição de 0,1 caso, por 1.000 nascidos vivos, na taxa de incidência de sífilis congênita em menores de um ano na comparação do ano analisado com o ano anterior, 2. Há diminuição de 0,1 caso, por 100.000 habitantes, na taxa de detecção de aids em menores de 5 anos na comparação do ano analisado com o ano anterior, 3. A taxa de detecção de hepatite B em crianças de 0 a 5 anos, por 100.000 habitantes, no ano analisado, é menor do que 0,5, 4. Há diminuição de 1% no coeficiente de incidência de tuberculose em 2024 comparado com 2023, 2% em 2025 comparado com 2024, 3% em 2026 comparado com 2025, 4% em 2027 comparado com 2026, 5. A taxa de detecção de aids em adultos maiores de 13 anos é menor do que 22 por 100.000 habitantes no ano analisado, 6. A proporção de pessoas tratadas para hepatite C é maior que 90% dos casos detectados de hepatite C no ano analisado. 1. Taxa de incidência de sífilis congênita em menores de um ano por 1.000 nascidos vivos 1ª etapa: extrair do Sinan (Sistema de Informação de Agravos de Notificação) os casos confirmados de sífilis congênita em menores de um ano, segundo ano de diagnóstico e local de residência desejado (numerador). 2ª etapa: extrair do Sinasc (Sistema de Informação de Nascidos Vivos) os nascidos vivos, segundo ano de nascimento e local de residência (denominador). 3ª etapa: calcular o indicador em questão, dividindo o numerador pelo denominador e multiplicando por 1.000. 2. Taxa de detecção de aids em menores de 5 anos por 100.000 habitantes 1ª etapa: Realizar o relacionamento entre as bases de dados do Sinan (Sistema de Informação de Agravos de Notificação), Sim (Sistema de Informação sobre Mortalidade), Siscel (Sistema de Controle de Exames Laboratoriais) e Siclom (Sistema de Controle SIM de Medicamentos), para captura de casos de aids detectados em outros sistemas além dos casos detectados no Sinan. 2ª etapa: extrair do banco relacionado os casos de aids em menores de 5 anos, segundo ano de detecção e local de residência (numerador). 3ª etapa: extrair da página do Tabnet no site do Datasus a população menor de 5 anos de idade, segundo ano e local de residência (denominador). 4ª etapa: calcular o indicador em questão, dividindo o numerador pelo denominador e multiplicando por 100.000. 3. Taxa de detecção de hepatite B em crianças de 0 a 6 anos por 100.000 habitantes 1ª etapa: extrair do Sinan (Sistema de Informação de Agravos de Notificação) os casos confirmados de hepatite B em crianças de 0 a 6 anos de idade, segundo ano de diagnóstico e local de residência (numerador). 2ª etapa: extrair da página do Tabnet no site do Datasus a população de crianças de 0 a 6 anos de idade, segundo ano e local de residência (denominador). 3ª etapa: calcular o indicador em questão, dividindo o numerador pelo denominador e multiplicando por 100.000. 4. Taxa de detecção de casos de tuberculose 1ª etapa: extrair do Sinan (Sistema de Informação de Agravos de Notificação) todos os casos novos de tuberculose (considerar o ano diagnóstico de interesse, o tipo de entrada 'caso novo, não sabe e pós-óbito' e a situação de encerramento 'todos, exceto mudança de diagnóstico') (numerador). 2ª etapa: extrair da página do Tabnet no site do Datasus a população segundo ano e local de residência (denominador) 3ª etapa: realizar o cálculo do coeficiente de incidência, dividindo o numerador pelo denominador e multiplicando por 100.000. 5. Taxa de detecção de aids em adultos maiores de 13 anos por 100.000 habitantes 1ª etapa: Realizar o relacionamento entre as bases de dados do Sinan (Sistema de Informação de Agravos de Notificação), Sim (Sistema de Informação sobre Mortalidade), Siscel (Sistema de Controle de Exames Laboratoriais) e Siclom (Sistema de Controle Logístico de Medicamentos), para captura de casos de aids detectados em outros sistemas além dos casos detectados no Sinan. 2ª etapa: extrair do banco relacionado os casos de aids em adultos maiores de 13 anos de idade, segundo ano de detecção e local de residência (numerador). 3ª etapa: extrair da página do Tabnet no site do Datasus a população de adultos maiores de 13 anos de idade, segundo ano e local de residência (denominador). 4ª etapa: calcular o indicador em questão, dividindo o numerador pelo denominador e multiplicando por 100.000. 6. Razão entre o número de casos de hepatite C e o número de pessoas tratadas para hepatite C 1ª etapa: selecionar no Sinan (Sistema de Informação de Agravos de Notificação) os casos confirmados de hepatite C segundo ano de diagnóstico e local de residência desejado (numerador). 2ª etapa: no banco do Siclom, selecionar as pessoas que receberam tratamento no referido ano 3ª etapa: contar uma única vez as pessoas que tiveram dispesanção no referido ano (denominador) 4ª etapa: calcular o indicador em questão, dividindo o numerador pelo denominador e multiplicando por 100.";"'Por se tratar de um índice composto, é possível que ele não reflita com exatidão a diminuição da incidência dos agravos que compõe o índice. Ainda, os aumentos observados nos indicadores de detecção não necessariamente refletem piora na carga das doenças e sim estar associados à melhora na qualidade do diagnóstico, o que pode influenciar negativamente o índice.  '  ";"Na análise dos resultados deste índice composto, no período de 2024 a 2027, serão utilizadas informações geradas pelo monitoramento dos indicadores especificados para cada doença uma das determinação social (HIV/aids, TB, HBV, HCV e sífilis congênita). ";
2025;"5123";"1280";"0485";10901;"Percentual de municípios com cobertura adequada (95%) das vacinas: penta(DTP/HepB/Hib) - PENTA, polio injetável - VIP, e pneumo 10 - VPC10, sarampo, caxumba, rubéola - SCR, em crianças de até 1 ano d";;29,00;Não;31/12/2022;"Percentual de municípios com cobertura adequada (95%) das vacinas: penta(DTP/HepB/Hib) - PENTA, polio injetável - VIP, e pneumo 10 - VPC10, sarampo, caxumba, rubéola - SCR, em crianças de até 1 ano d";"O indicador mede a homogeneidade da cobertura de vacinas do calendário infantil, verificando o atingimento da meta pelos municípios brasileiros.  ";"último dia do mês.";"Décimo dia útil do mês subsequente. ";"Percentual de municípios com cobertura adequada (95%) das vacinas: penta(DTP/HepB/Hib) - PENTA, polio injetável - VIP, e pneumo 10 - VPC10, sarampo, caxumba, rubéola - SCR, em crianças de até 1 ano d";"Quanto maior melhor";;"1. Número de municípios que atingiram pelo menos 95% de cobertura vacinal para as 5 vacinas selecionadas: penta(DTP/HepB/Hib) - PENTA, polio injetável - VIP, pneumo 10 - VPC10, sarampo, caxumba, rubéola - SCR em menores de 1 ano e de 1 ano de idade. 2. Número de municípios brasileiros.  ";"Sistemas de Informação Oficiais do Programa Nacional de Imunizações SIPNI/e-SUS-APS";"SI-PNI Gestão  ";"'Medir a Coberura vacinal municipal para cada uma das vacinas selecionadas: penta(DTP/HepB/Hib) - PENTA, polio injetável - VIP, pneumo 10 - VPC10, sarampo, caxumba, rubéola - SCR em crianças de até 1 ano de idade. Verificar o número de municípios brasileiros que atingiram a meta de cobertura vacinal (95%) para as 4 vacinas selecionadas. Dividir o número de municípios que atingiram a meta de cobertura vacinal (95%) para as 4 vacinas selecionadas pelo total de municípios brasileiros e multiplicar o resultado encontrado por 100.    OBS.: Em crianças menores de 1 ano de idade : (penta(DTP/HepB/Hib) - PENTA - 3ª Dose, polio injetável - VIP - 3ª Dose, pneumo 10 - VPC10 - 2ª Dose). Em crianças de 1 ano de idade: (sarampo, caxumba, rubéola - SCR - 1ª dose).'  ";"Registro e transmissão de dados do nível local para base nacional, adesão da população á vacinação, acesso da população aos serviços de vacinação  ";;
2025;"5123";"1280";"0486";10902;"Percentual de imunobiológicos distribuídos aos estados de acordo com a demanda estimada";;93,60;Não;31/12/2022;"Percentual de imunobiológicos distribuídos aos estados de acordo com a demanda estimada";"O indicador irá medir o percentual de imunobiológicos distribuídos aos estados com base no planejamento realizado para o ano. O planejamento é feito anualmente de acordo com a demanda estimada dos estados.";"De 01/01 até o ultimo dia do mês a que se refere o indicador.";"30 dias após o último dia do mês a que se refere o indicador.";"Percentual de imunobiológicos distribuídos aos estados de acordo com a demanda estimada";"Quanto maior melhor";;" Numerador: Quantidade de doses de imunobiológicos distribuidos no ano Denominador: Número de doses de imunobiológicos planejados para distribuição";"Sistema de Informação de Insumos Estratégicos - SIES, Sistema de Administração de Material/Medicamentos - SISMAT, e Planejamento e Gerenciamento de Contratações - PGC.";"Comunicação administrativa";"Numerador: Acesso ao SIES, selecionar a entidade SVS, Selecionar a Área e os Imunobiológicos> Clicar em Relatórios> Relação de saídas por requisitantes> inserir período. Denominador: Verificar a Reprogramção da PLOA do ano vigente> Verificar o quantitativo planejado e identificar o estoque estratégico> Subtrair o total de estoque estratégico do total de isumos planejados.";"Trâmites administrativos do processo para celebração de Contratos, não cumprimento do cronograma de entrega pré-estabelecido em Contrato, indisponibilidade de recebimento os imunobiológicos pela central de armazenagem, demora no processo de embarque para produtos importados, atraso na liberação de Termo de Guarda para imunobiológicos importados, pela Agência Nacional de Vigilância Sanitária e órgão de controle, atraso para liberação da vacina pelo Instituto Nacional de Controle de Qualidade em Saúde, situações de surto, indisponibilidade do imunobiológico no mercado nacional.  ";;
