Exercício;"Código Agenda";"Programa";"Objetivo";"Objetivo Específico";"Medida Institucional Normativa";"Enunciado";"Descrição";"Órgão Responsável";"Unidade Responsável";"Resultados Esperados";"Prioritária";"PAC";
2024;108;"2323";"1330";"0365";"064A";"Revisar a PNQT para contemplar parcerias institucionais para qualificação e capacitação.";"Atualização da Política Nacional de Qualificação no Turismo para subsidiar o Sistema Nacional do Turismo no planejamento das políticas públicas de melhoria da qualidade dos serviços e produtos turísticos por meio de parcerias institucionais.";"54000";"Coordenação-Geral de Qualidade no Turismo/SNPTur/MTur";"A Política Nacional de Qualificação no Turismo revisada para subsidiar o setor na celebração de parceria e ampliar a participação das entidades na execução de políticas públicas no turismo, bem como a variedade de temáticas dos cursos.";"Não";"";
2024;108;"2323";"1330";"0365";"0649";"Revisar os instrumentos que regulamentam as transferências voluntárias no Ministério do Turismo para estabelecer diretrizes que abordem de forma transversal a acessibilidade, inclusão e sustentabilidade, bem como utilizar critérios mais efetivos para alcance da política pública de turismo.";"Segundo estudos, mesmo com as mudanças de planos nacionais, ou mesmo com a permanência das diretrizes políticas, ao longo dos últimos anos, há uma evidência da falta de materialidade nas ações estratégicas do MTur que se dá possivelmente em virtude da quantidade ínfima de recursos em programas estratégicos e na falta de produção de informações e planejamento do turismo no País. Tal situação ocorre pois o MTur conta atualmente com quase a totalidade de seu orçamento advindo de emendas parlamentares, o que dificulta a implementação de políticas de forma autônoma e técnica, enquanto órgão máximo da política de turismo. Dessa forma, há evidente ingerência legislativa nos processos de elaboração do orçamento público destinado ao MTur aliada ao baixo monitoramento do impacto do turismo no país. Diante desse cenário, é evidente a necessidade de se estabelecer um melhor equilíbrio entre o atendimento das demandas parlamentares e a sustentação de políticas públicas para o desenvolvimento do turismo, especialmente aquelas que abordem de forma transversal a acessibilidade, inclusão e sustentabilidade. Portanto, a proposição de revisão dos normativos referentes às transferências voluntárias busca uma melhor definição das regras de aporte de recursos públicos e dos requisitos para priorização de emendas e/ou projetos, os quais devem ser feitos de forma pública e com critérios técnicos, a fim de garantir a soberania do interesse público e o retorno alcançado pelas ações.";"54000";"Secretaria-Executiva";"Busca-se com a implementação da medida, o estabelecimento de diretrizes com critérios técnicos, mais efetivos para alcance da política pública de turismo, que abordem de forma transversal a acessibilidade, inclusão e sustentabilidade na implementação de programas, projetos e ações advindos de transferências voluntárias no âmbito do Ministério do Turismo, proporcionando um turismo mais responsável e sustentável, com respeito ao meio ambiente e com maior democratização do acesso e dos benefícios da atividade turística para a população brasileira.";"Não";"";
2024;108;"2323";"1330";"0366";"0652";"Criar plano de ação com medidas que promovam a mitigação, adaptação e/ou preparação do setor de Turismo para alterações climáticas.";"Estruturação de um Plano de Ação para a mitigação, adaptação e a preparação do setor de turismo para as alterações climáticas, com vistas a definir prioridades e diretrizes necessárias à formulação das políticas públicas de ação climática em turismo, em sintonia com boas práticas internacionais e de forma alinhada com esforços dos distintos entes federais sobre a temática, em especial o Ministério do Meio Ambiente e Secretaria Nacional de Mudança do Clima.";"54000";"Coordenação-Geral de Sustentabilidade e Ações Climáticas no Turismo/SNPTur/MTur";"Delimitação das diretrizes que guiarão tanto as políticas públicas de ação climática em turismo, em coordenação com o conjunto de instituições relacionadas à temática, como a concepção de ações que possam ser implementadas no âmbito dessa agenda, fortalecendo as capacidades do setor de turismo brasileiro para responder adequadamente às mudanças climáticas.";"Sim";"";
2024;108;"2323";"1330";"0366";"0653";"Propor a celebração de instrumento de parceria com os órgãos responsáveis pela regulamentação da atividade turística em terras e territórios indígenas (etnoturismo).";"Parceria para incentivar ações que promovam o ecoturismo e o etnoturismo de base comunitária em Terras Indígenas, de forma responsável, contribuindo para a valorização da sociobiodiversidade, da história e das culturas, a equidade social, o protagonismo comunitário, a salvaguarda das tradições, dos costumes, dos saberes e fazeres indígenas, a geração e a distribuição de renda, a partilha/intercâmbio cultural, a melhoria da qualidade de vida coletiva e a participação de jovens e mulheres em atividades relacionadas à atividade turística em comunidades indígenas.";"54000";"Coordenação-Geral de Produtos e Experiências Turísticas/SNPTur";"Espera-se, com a implementação da medida, fortalecer programas e Planos de Visitação a terras indígenas, auxiliando na estruturação e na qualificação de processos de desenvolvimento local associados ao turismo, aprimorar procedimentos e estabelecer boas práticas para visitação turística em terras indígenas, e fomentar, desenvolver e/ou executar ações de apoio à comercialização e à promoção de produtos e serviços turísticos relacionados ou desenvolvidos em terras e comunidades indígenas.";"Sim";"";
2024;108;"2323";"1330";"0366";"0651";"Propor assinatura da Declaração de Glasgow.";"Considerada um catalisador no combate às mudanças climáticas no setor de turismo, reposiciona o Brasil na vanguarda da agenda de meio ambiente e desenvolvimento sustentável em âmbito internacional, conforme a descrição do Programa (posicionar o Brasil como vetor de desenvolvimento sustentável e aumentar a competitividade dos destinos e produtos turísticos brasileiros, democratizando o acesso à atividade turística aos cidadãos brasileiros).";"54000";"Coordenação-Geral de Sustentabilidade e Ações Climáticas no Turismo/SNPTur/MTur";"A medida fortalece a atuação institucional do órgão, no âmbito do Governo Federal, e na execução de políticas públicas transversais e de importância global, além de abrir novos flancos de cooperação e atuação do MTur.";"Sim";"";
2024;109;"5804";"1304";"0169";"05AA";"Criar Sistema para o monitoramento e avaliação da reserva de vagas em concursos públicos, cargos em comissão e funções de confiança ? nos níveis 1-12 e 13-18 ? e estágios na Administração Pública Federal.";"Fomentar o desenvolvimento de sistema informatizado e integrado que centralize as informações sobre reserva de vagas para pessoas negras nos concursos públicos, cargos em comissão, funções de confiança e estágios oferecidos no âmbito da Administração Pública Federal.";"67000";"Secretaria de Políticas de Ações Afirmativas, Combate e Superação do Racismo (SEPAR)";"Aprimoramento do cumprimento das políticas de inclusão e a garantia efetiva da reserva de vagas para pessoas negras em concurso público.";"Não";"";
2024;109;"5804";"1304";"0169";"0863";"Regulamentação do Decreto n. 11.443, de 2023 de ocupação dos cargos de confiança.";"Elaboração de normativas complementares para estabelecer orientações, metas e ações específicas para o cumprimento do preenchimento dos 30% dos cargos em comissão e funções de confiança no âmbito da Administração Pública Federal.";"67000";"Secretaria de Políticas de Ações Afirmativas, Combate e Superação do Racismo (SEPAR)";"Cumprimento da legislação de cotas no serviço público federal";"Não";"";
2024;110;"3104";"1303";"0159";"08C9";"Alteração do Decreto nº 7.871, de 21 de dezembro de 2012, o qual dispõe sobre as condições de delegação da exploração de aeródromos civis públicos por meio de autorização.";"Alteração do art. 2º do Decreto nº 7871/2012 de modo a permitir o processamento de voos regulares em aeroportos regionais explorados pela modalidade autorização.";"68000";"Departamento de Outorgas, Patrimônio e Políticas Regulatórias Aeroportuárias da Secretaria Nacional de Aviação Civil.";"Ampliação da oferta de voos e da prestação dos serviços de transporte aéreo em aeroportos autorizados, bem como viabilização de alternativa para os casos de necessidade da alternância de voos pelas empresas aéreas.";"Sim";"";
2024;110;"3104";"1303";"0159";"063D";"Aperfeiçoamento da legislação que disciplina a implantação e gestão de aeroportos de menor porte e sua relação contratual com a Infraero";"A revisão do Decreto nº 8.756/2016 visa retirar a restrição para a atribuição a Infraero, por meio de contrato, de aeródromos civis públicos, que processem menos de dois milhões de Unidades de Carga de Trabalho ? UCT.";"68000";"Departamento de Outorgas, Patrimônio e Políticas Regulatórias Aeroportuárias da Secretaria Nacional de Aviação Civil.";"Viabilização da atribuição de aeroportos regionais à Infraero que processem menos de dois milhões de Unidades de Carga de Trabalho ? UCT.";"Sim";"Sim";
2024;110;"3104";"1303";"0162";"063A";"Atualização do Plano Aeroviário Nacional - PAN";"O PAN é o instrumento que consolida as ações de planejamento para o setor de Aviação Civil e das infraestruturas aeroportuária e aeronáutica civis e orienta o seu desenvolvimento no médio e no longo prazo. Configura-se como direcionador para o setor, apontando as prioridades de investimentos de recursos públicos federais do Fundo Nacional de Aviação Civil (FNAC) em infraestruturas aeroportuárias públicas em todo território e considerando a limitação de recursos para tal.";"68000";"Departamento de Investimentos da Secretaria Nacional de Aviação Civil";"Planejamento adequado para o setor de aviação civil no médio longo prazo que promoverá a eficiência na alocação de recursos públicos.";"Não";"";
2024;110;"3104";"1303";"0162";"0643";"Implementação do TECA Digital";"Fomento ao transporte aéreo de carga, com foco em processos que reduzam a utilização de documentos físicos e o tempo de processamento da carga, intensificando a transparência e segurança do transporte de carga.";"68000";"Departamento de Investimentos da Secretaria Nacional de Aviação Civil";"Aumentar a eficiência das atividades nos Terminais de Carga com a redução dos processos físicos e transformando-os em processos digitais, garantindo maior transparência, eficiência e segurança aos entes envolvidos.";"Não";"";
2024;110;"3104";"1303";"0162";"0639";"Inclusão da avaliação da acessibilidade no Prêmio Aviação + Brasil ";"Reconhecer medidas implementadas pelos operadores aéreos e aeroportuários relativamente à acessibilidade no transporte aéreo.";"68000";"Departamento de Investimentos da Secretaria Nacional de Aviação Civil";"Incentivos ao aprimoramento de medidas voltadas para a acessibilidade no transporte aéreo.";"Não";"";
2024;110;"3104";"1303";"0162";"063B";"Prêmio Aviação + Brasil";"Estimular a melhoria na prestação de serviços de aeroportos e empresas no transporte aéreo brasileiro ? índices de satisfação do passageiro e pontualidade das operações.";"68000";"Departamento de Investimentos da Secretaria Nacional de Aviação Civil";"Melhoria da qualidade na prestação de serviços de aeroportos e empresas no transporte aéreo brasileiro";"Não";"";
2024;110;"3104";"1303";"0162";"063C";"Programa Voa Brasil";"O programa prevê o acesso a passagens aéreas de baixo custo, até duzentos reais por trecho, à parcela da população de baixa e média renda, a qual, atualmente, não utiliza o transporte aéreo.";"68000";"Departamento de Outorgas, Patrimônio e Políticas Regulatórias Aeroportuárias da Secretaria Nacional de Aviação Civil.";"Ampliação do acesso ao transporte aéreo pela população brasileira.";"Não";"";
2024;110;"3104";"1303";"0162";"0638";"Revisão da Resolução nº 280/ANAC, de 11 de julho de 2013";"O principal objetivo dessa temática é a efetiva implementação das políticas públicas atuais de acessibilidade no âmbito do setor de transporte aéreo. Em que pese a Agência possuir regulamentação específica sobre o assunto, a Resolução nº 280/2013, que trata dos procedimentos relativos à acessibilidade de passageiros com necessidade de assistência especial, é anterior à Lei de Inclusão da Pessoa com Deficiência (Lei nº 13.14/2015).";"68000";"Agência Nacional de Aviação Civil - ANAC";"Aprimoramento de medidas voltadas para a acessibilidade no transporte aéreo.";"Não";"";
2024;110;"3104";"1303";"0162";"08CA";"Revisar o Decreto 10.703, de 18 de maio de 2021, que institui a Comissão Nacional das Autoridades Aeroportuárias, a Comissão Nacional das Autoridades nos Portos e a Comissão Nacional das Autoridades de Transportes Terrestres.";"A revisão do Decreto 10.703/2021 permitirá Inclusão de novos órgãos da administração direta na estrutura das Comissões, especialmente aqueles ministérios criados pelo desmembramento do Antigo Ministério da Economia.";"68000";"Departamento de Investimentos da Secretaria Nacional de Aviação Civil";"Adequação da composição das comissões à nova estrutura do governo federal, bem como melhor operacionalização do funcionamento das comissões.";"Não";"";
2024;110;"3104";"1303";"0163";"0641";"Apoio ao Projeto de Lei (ProBioQAv) de iniciativa do Poder Executivo";"O Projeto de Lei institui o Programa de Nacional de Combustível Sustentável de Aviação.";"68000";"Departamento de Outorgas, Patrimônio e Políticas Regulatórias Aeroportuárias da Secretaria Nacional de Aviação Civil.";"? Desenvolvimento da cadeia produtiva de combustíveis sustentáveis de aviação, ? Redução das emissões de CO2 causadas pelo setor de transporte aéreo brasileiro, e ? Melhoria da intensidade de emissões de CO2 da aviação civil brasileira.";"Não";"";
2024;110;"3104";"1303";"0163";"0644";"Programa Aeroportos Sustentáveis";"Iniciativa promovida pela Anac desde 2019 que visa premiar aeroportos nacionais, com base em uma avaliação criteriosa da implementação de boas práticas de sustentabilidade no âmbito aeroportuário. Esse programa tem como objetivo acompanhar o progresso da gestão ambiental nos aeroportos e disseminar as iniciativas sustentáveis adotadas pelos operadores aeroportuários.";"68000";"Agência Nacional de Aviação Civil - Anac";"Incentivos à adoção de medidas voltadas para mitigação dos impactos ambientais na operação aeroportuária.";"Não";"";
2024;110;"3104";"1303";"0163";"063E";"Programa Sustentar";"Iniciativa da Anac para premiar as empresas aéreas que apresentem iniciativas mais relevantes na mitigação dos impactos ambientais decorrentes da aviação civil. É uma extensão do programa Aeroportos Sustentáveis, específico para empresas brasileiras de transporte aéreo tem como propósito promover a adoção de boas práticas de gestão ambiental, bem como divulgar as iniciativas sustentáveis implementadas pelas operadoras aéreas nacionais.";"68000";"Agência Nacional de Aviação Civil - Anac";"Incentivos ao aprimoramento de medidas voltadas para mitigação dos impactos ambientais da aviação civil.";"Não";"";
2024;110;"3104";"1303";"0164";"0642";"Gerenciamento do Risco da Fauna em aeródromos brasileiros";"Elaboração de estudos relacionados ao gerenciamento do risco de fauna em aeródromos brasileiros com a finalidade de incrementar as ações nacionais para a redução do risco relativo às colisões e quase-colisões da fauna com aeronaves, bem como aprimorar as medidas mitigadores, a fim de aumentar a eficiência do gerenciamento, e aperfeiçoar as medidas de segurança de voo. Os estudos subsidiarão a publicação de Decreto, que regulamentará a Lei nº 12.725, de 16 de outubro de 2012, que dispõe sobre o controle da fauna nas imediações de aeródromos, estabelece o Programa Nacional de Gerenciamento do Risco de Fauna - PNGRF e institui o Comitê Nacional de Gerenciamento do Risco de Fauna.";"68000";"Departamento de Investimentos da Secretaria Nacional de Aviação Civil em cooperação via TED com a UFSC.";"Aumentar a eficiência do gerenciamento do risco de fauna, e aperfeiçoar as medidas de segurança de voo através da identificação do perigo da fauna devido a gestão de eventos envolvendo fauna (avistamentos, quase colisões e colisões) nos aeródromos brasileiros.";"Sim";"";
2024;110;"3105";"1297";"0111";"0958";"Definir metodologia padronizada para cálculo de capacidade e saturação portuária.";"Promoção de articulação entre a SNPTA, Infra S.A, Antaq e outros agentes intervenientes para a elaboração metodologia para aferição do alcance do objetivo de adequação da capacidade";"68000";"Secretaria Nacional de Portos e Transportes Aquvaiários";;"Sim";"";
2024;110;"3105";"1297";"0113";"0515";"Adequação de portos e veículos de transporte aquaviário às normas de acessibilidade.";"Promoção de articulação entre a SNPTA, Infra S.A, Antaq e outros agentes intervenientes para a promoção de medidas, normativas ou não, que promovam a acessibilidade no transporte de passageiros.";"68000";"Secretaria Nacional de Portos e Transportes Aquaviários";"Normas de acessibilidade publicadas e medidas implantadas";"Não";"";
2024;110;"3105";"1297";"0113";"0992";"Aplicação de recursos do porto para financiar empreendimentos fora da área do porto organizado, que tragam benefício à operação portuária,";"Nos termos do Acórdão nº 1756/2008-Plenário do Tribunal de Contas da União, é possível o emprego de recursos obtidos com a exploração direta de portos organizados delegados com base na Lei nº 9.277, de 1996, para investimentos em acessos terrestres aos portos ou que impliquem o aprimoramento da infraestrutura logística de acesso ao porto, ainda que em áreas externas aos limites do respectivo porto organizado. Todavia, faz-se necessário o estabelecimento de critérios mínimos que permitam a decisão do poder Concedente/Delegante em permitir o uso desse recurso para que seja bem aplicado em ações que realmente tragam benefício ao porto.";"68000";"SNPTA-MPOR";"Avaliar e quantificar os reais ganhos operacionais para o porto, para posterior verificação do atendimento desses ganhos.";"Não";"Sim";
2024;110;"3105";"1297";"0113";"0994";"Concessões e PPPs nos setores de dragagem e canal de acesso dos portos, portos hidroviários, mobilidade, hidrovias.";"A atração do setor privado na execução de serviços, por meio de parcerias públicos-privada, possibilitará a modicidade tarifária e elevação do nível dos serviços executados, por meio de contratações céleres e investimentos que permitam a atualidade da infraestrutura fornecida aos usuários do setor de transportes como um todo, com segurança e diminuição de riscos que implicarão na diminuição do custo logístico brasileiro.";"68000";"Ministério de Portos e Aeroportos e Presidência da República";"Investimentos no setor portuário Atualidade de equipamentos Serviços adequados Segurança operacional Mitigação de riscos logísticos Diminuição do custo logístico.";"Não";"Sim";
2024;110;"3105";"1297";"0113";"0949";"Disponibilização de estudos regulatórios do sistema aquaviário brasileiro.";"Execução de estudos regulatórios sobre o sistema aquaviário brasileiro com o intuito de subsídio às políticas públicas, ao aprimoramento do modelo regulatório e, eventualmente, ao estabelecimento de parcerias ou concessões à iniciativa privada.";"68000";" Agência Nacional de Transportes Aquaviários.";"Aumento do conhecimento sobre o sistema aquaviário brasileiro e consequente suporte à tomada de decisões regulatórias e de política pública.";"Não";"";
2024;110;"3105";"1297";"0113";"094B";"Inclusão de aspectos de sustentabilidade, mudança do clima, transição energética e hidrogênio verde nas normativas portuárias.";"Trazer para a realidade portuária, por meio de medidas institucionais, os imperativos de adaptação e mitigação climática, bem como a cultura da sustentabilidade, ao mesmo tempo que a transição energética e apostas no hidrogênio verde se colocam como novas oportunidades de reposicionamento estratégico para os portos organizados brasileiros.";"68000";"Secretaria Nacional de Portos e Transportes Aquaviários";"Revisar a estrutura e direcionamento dos planos portuários - Plano Setorial Portuário, dos Planos Mestres e dos Planos de Desenvolvimento e Zoneamento Portuário ? PDZ para que os portos adaptem suas infraestruturas e incorporem diretrizes associadas à sustentabilidade, mudança do clima, transição energética com foco em produção, armazenagem e distribuição de hidrogênio verde. Elaborar uma Agenda de Sustentabilidade com diretrizes associadas à implementação da Agenda 2030 e implementação das Contribuições Nacionalmente Determinadas (NDC), adaptação e mitigação da mudança do clima. Orientar os portos para a elaboração de Relatórios de Sustentabilidade Definir normas para produção, armazenagem e transporte de hidrogênio verde e novas energias nas poligonais dos portos organizados.";"Não";"";
2024;110;"3105";"1297";"0113";"094D";"Instituir a Comissão Nacional das Autoridades Hidroviárias (Conahidro).";"Atualmente, o Decreto nº 10.703, de 18 de maio de 2021, trata sobre a instituição da Conaero, da Conaportos e da Conatt, ao qual propõe-se a alteração para inclusão da Conahidro e dos Conselhos Hidroviários, consolidando apenas um único normativo as Comissões mencionadas, conferindo unidade às mesmas, considerada a similaridade de suas composições, atribuições e forma de funcionamento. Necessidade de simplificação normativa, padronização da estrutura e procedimentos das Comissões sob a presidência do Ministério de Portos e Aeroportos.";"68000";"Ministério de Portos e Aeroportos e Casa Civil";"Instituir e estabelecer a composição, atribuições e forma de funcionamento da Comissão Nacional de Autoridades Hidroviárias ? Conahidro.";"Não";"";
2024;110;"3105";"1297";"0113";"0993";"Normativo que discipline as modalidades de solução de problemas contratuais das concessões, com simplificação e padronização de procedimentos, como de relicitação, repactuação regulatória e extinção de contrato.";"Essa medida visa o aperfeiçoamento do marco regulatório do setor de portos de forma a flexibilizar as negociações contratuais na área portuária, setor que é tingido de dinamismo e celeridade comerciais e operacionais, com tomadas de decisões disruptivas e inovadoras para torná-lo competitivo ao nível do comércio internacional, logrando ao Brasil um desenvolvimento nunca ocorrido anteriormente.";"68000";"SNPTA";"Aperfeiçoamento dos normativos. Flexibilidade negociar e comercial. Autonomia das administrações dos portos no negócio portuário";"Não";"Sim";
2024;110;"3105";"1297";"0113";"098C";"Programa Navegue Simples, voltado à racionalização de dispositivos regulatórios infralegais aplicáveis sobre entes privados.";"Trata-se de Programa coordenado e executado de forma conjunta pela Secretaria Nacional de Portos e Transportes Aquaviários e pela Agência Nacional de Transportes Aquaviários - Antaq voltado à racionalização de dispositivos regulatórios infralegais aplicáveis sobre entes privados, visando reduzir o fardo regulatório e aumentar a eficiência no tratamento de demandas setoriais.";"68000";"SNPTA, ANTAQ";"Simplificar e desburocratizar os processos considerados críticos que envolvam análise conjunta ou sucessiva SNPTA e Antaq, com impacto na atividade econômica ou na atração de investimentos privados dos setores portuário e aquaviário. Normativo que discipline as modalidades de solução de problemas contratuais das concessões, com simplificação e padronização de procedimentos, como de relicitação, repactuação regulatória e extinção de contrato.";"Não";"Sim";
2024;110;"3105";"1297";"0113";"094A";"Promoção de medidas de gestão e supervisão ministerial com o intuito de promover a eficiência da execução do orçamento de investimento.";"Realização de ações de fomento à melhoria da eficiência da execução do orçamento de investimento pelas companhias docas vinculadas ao Ministério de Portos e Aeroportos.";"68000";"Secretaria Nacional de Portos e Transportes Aquaviários";"Ampliação do percentual de execução do orçamento de investimento das empresas vinculadas.";"Não";"";
2024;110;"3105";"1297";"0113";"0995";"Racionalização de Taxas Portuárias";"Criar critérios de desconto tarifário baseado no tipo de navegação, frequência do uso do terminal pela embarcação, tipo e peso de carga transportada e atendimento às demandas de energia verde.";"68000";"Ministério de Portos e Aeroportos";"Modicidade tarifária Atração de investimentos para modernização inovação do setor portuário Atração de novos negócios e consolidação dos existentes Competitividade dos portos brasileiros frente aos demais portos Diminuição do custo logístico do país";"Não";"Sim";
2024;110;"3105";"1297";"0113";"0990";"Regulamentação do Programa de Estímulo ao Transporte por Cabotagem.";"O Decreto é necessário para efetivação do Programa de Estímulo ao Transporte por Cabotagem (BR do Mar), uma vez que, conforme estabelece a Lei nº 14.301, de 7 de janeiro de 2022, a implementação e execução do programa se dará a partir da publicação de regulamento do poder executivo (Decreto) e da habilitação das empresas brasileiras de navegação no programa.";"68000";"SNPTA";"Estabelecer as regras, os critérios e os procedimentos a serem observados pelas pessoas físicas ou jurídicas, de direito público ou privado, para a implementação, a habilitação, a execução e o monitoramento do Programa de Estímulo ao Transporte por Cabotagem - BR do Mar, contendo a consolidação das definições aplicáveis ao Programa, as competências de cada um dos órgãos responsáveis por sua implementação, execução e acompanhamento, além das regras de funcionamento desta política pública.";"Não";"Sim";
2024;110;"3105";"1297";"0113";"094C";"Revisão e aperfeiçoamento do sistema de capacitação para os trabalhadores do setor portuário.";"Discutir, avaliar e propor medidas institucionais e normativas que visem a reestruturação do ensino profissional portuário, sua gestão, abrangência e financiamento.";"68000";"Secretaria Nacional de Portos e Transportes Aquaviários";"Promover a expansão e melhoria da gestão do sistema de capacitação dos trabalhadores do setor portuário.";"Não";"";
2024;110;"3105";"1297";"0113";"08B4";"Revisão e atualização dos instrumentos de planejamento.";"Elaborar e aprovar o PSPORT. Revisar a PNT (Portaria nº 235/2018). Revisão do IGAP. Realizar diagnósticos sobre custos e preços portuários. Revisar o PNL. Revisar o PIT (Portaria nº 123/2020) e aprovar por decreto.";"68000";"Secretaria Nacional de Portos e Transporte Aquaviário";"Revisão e atualização da estrutura e das normas relativas ao planejamento setorial e ao planejamento integrado.";"Sim";"";
2024;110;"3105";"1297";"0114";"0991";"Medidas para efetiva utilização do Fundo da Marinha Mercante-FMM para financiamento de Embarcações de passageiros e pesca.";"O FMM criado pela Lei nº 10.893, de 13 de julho de 2004, já prevê a possibilidade de uso dos recursos para financiamentos de embarcações de passageiros e pesca, porém o que se observa, que desde de sua criação, poucos projetos deste tipo utilizaram essa fonte de financiamento.";"68000";"Minsitério de Portos e Aeroportos e Presidencia da República";"Estabelecer medidas intitucionais que possam fomentar o uso dos recursos do FMM para financiamento de embarcações de passagueiros e pesca, princpalmente quanto à viabilidade econômica e a questão de garantias a serem dadas aos agentes finaceiros do fundo.";"Não";"";
2024;110;"3108";"1252";"0004";"095A";"Desenvolvimento de estudos e projetos na área de segurança viária e veicular";"Edição de estudos técnicos, projetos, manuais, normativos que orientem para o trânsito mais seguro e contribuam para redução do número de mortes no trânsito.";"39000";"SENATRAN/MT";"Insumos para propostas de revisão de normativos na área de segurança viária e veicular.";"Não";"";
2024;110;"3901";"1271";"0172";"083C";"Estudos e projetos para transporte ferroviário de passageiros e cargas";"Realização de estudos e projetos para assegurar o desenvolvimento do planejamento no setor de infraestrutura de transportes ferroviário e atender às exigências estabelecidas em lei e as normas ambientais vigentes.";"39000";"SNTF/MT";"Consolidação do planejamento no setor de infraestrutura de transporte ferroviário e ampliar a gama de opções para investimento público e privado no transporte ferroviário.";"Sim";"";
2024;111;"2801";"1333";"0371";"08F3";"Agenda de competitividade para MPEs implementada ";"Na implementação da Política Nacional das MPEs será implementada um arranjo de ações por UF e por Eixo da Política, o que chamamos de agenda. Portanto a cada UF que a Política for lançada e implementada será construída uma agenda de competitividade local";"69000";"Secretaria da Micro e Pequena Empresa e do Empreendedorismo - SEMPE";;"Não";"Não";
2024;111;"2801";"1333";"0371";"08ED";"Alterações LC 123/2006 - Institui o Estatuto Nacional da Microempresa e da Empresa de Pequeno Porte, altera dispositivos das Leis no 8.212 e 8.213, ambas de 24 de julho de 1991, da Consolidação das Leis do Trabalho - CLT, aprovada pelo Decreto-Lei no 5.452, de 1o de maio de 1943, da Lei no 10.189, de 14 de fevereiro de 2001, da Lei Complementar no 63, de 11 de janeiro de 1990, e revoga as Leis no 9.317, de 5 de dezembro de 1996, e 9.841, de 5 de outubro de 1999.";"Atualizar os conceitos de risco e suas operacionalizações, com base nas Leis 13.874/2019 e 14.195/2021 e disposições do art. 65-A, que trata do Inova Simples, para fortalecer a política pública e eliminar omissões.";"69000";"Secretaria da Micro e Pequena Empresa e do Empreendedorismo -SEMPE";"- Adequar questões de matriz de risco de atividades econômicas e procedimentos gerais sobre a emissão de licenças e alvarás de funcionamento. - Subsidiar amparo legal a regulamentações atinentes à inscrição, operacionalização e funcionamento das empresas inscritas no Inova Simples.";"Não";"Não";
2024;111;"2801";"1333";"0371";"08EF";"Elaboração de proposta de alteração legislativa do DECRETO Nº 21.981 DE 19 DE OUTUBRO DE 1932. - Regula a profissão de Leiloeiro ao território da República ";"O Decreto é defasado por ser muito antigo, a proposta será de atualizar as disposições com o intuito de modernizar a legislação.";"69000";"Departamento Nacional de Registro Empresarial e Integração da Secretaria da Micro e Pequena Empresa e do Empreendedorismo - DREI/SEMPE";"-Atualizar o normativo conforme as alterações decorrentes do tempo e evolução da tecnologia.";"Não";"Não";
2024;111;"2801";"1333";"0371";"08EE";"IN DREI nº 81, de 2020 - Dispõe sobre as normas e diretrizes gerais do Registro Público de Empresas, bem como regulamenta as disposições do Decreto nº 1.800, de 30 de janeiro de 1996.";"Proposta de revisão na Instrução Normativa a fim de reduzir burocracias e procedimentos que não encontram amparo legal nas normas de registro público de empresas e atividades afins";"69000";"Departamento Nacional de Registro Empresarial e Integração da Secretaria da Micro e Pequena Empresa e do Empreendedorismo - DREI/SEMPE";"Atualizar o normativo com o intuito de simplificar e desburocratizar o Registro Público de Empresas.";"Não";"Não";
2024;111;"2801";"1333";"0371";"08F1";"IN DREI nº 82, de 2021 - Institui os procedimentos para autenticação dos livros contábeis ou não dos empresários individuais, das empresas individuais de responsabilidade limitada - Eireli, das sociedades, bem como dos livros dos agentes auxiliares do comércio.";"Revisão e padronização de procedimentos a serem observados para autenticação dos instrumentos de escrituração - livro digital (contábil e societário)";"69000";"Departamento Nacional de Registro Empresarial e Integração da Secretaria da Micro e Pequena Empresa e do Empreendedorismo - DREI/SEMPE";"Objetiva padronizar e modernizar a forma de envio dos instrumentos de escrituração - livro digital, de natureza contábil ou não, simplificando procedimentos e reduzindo custos para o cidadão/empresário.";"Não";"Não";
2024;111;"2801";"1333";"0371";"08F2";"Política Nacional dos MPEs com Reforço da Governança - A proposta propõe a criação da Política Nacional das MPEs, e define seus principais elementos: princípios, diretrizes, objetivos específicos e eixos. Define ainda sua estratégia de implementação, monitoramento e avaliação.";"Será criada a Política Nacional das MPEs e será reativado o Fórum Permanente das MPEs que irá atuar como Governança, e instância de diálogo entre o Governo e entidades da sociedade civil organizada.";"69000";"Departamento de Ambiente de Negócios, Microempresa e Empresa de Pequeno Porte e Empreendedorismo da Secretaria da Micro e Pequena Empresa e do Empreendedorismo - DAMPE/SEMPE";"Objetivo Geral 1: orientar e assessorar os programas, projetos, ações e iniciativas em todas as esferas da administração pública direta e indireta, dos Serviços Sociais Autônomos, de entidades paraestatais e privadas, observadas as suas competências, que impactem no ambiente das microempresas e das empresas de pequeno porte. Objetivo Geral 2: promover a liberdade de empreender, a produtividade, a competitividade e o desenvolvimento sustentável das microempresas e empresas de pequeno porte, por meio da estruturação de eixos estratégicos, da articulação e do incentivo ao empreendedorismo como elemento mobilizador da economia e desenvolvimento do País";"Não";"Não";
