"Exercício";"Programa";"Ação Não-Orçamentária";"Título";"Descrição";"Tipo";"Responsável pela informação";"Tributo";"Valor Total";"Valor Previsto para o 1o. Ano do PPA";"Valor Previsto para o 2o. Ano do PPA";"Valor Previsto para o 3o. Ano do PPA";"Valor Previsto para o 4o. Ano do PPA";"Valor Previsto para 2028";"Produto";"Especificação do Produto";"Unidade de Medida";"Meta Física";"Função";"Subfunção";"Início da  Vigência";"Término da vigência";"Vigência indeterminada";"Fonte dos Dados";"Base Legal";"Tipo de beneficiário";"Descrição do beneficiário";"Total de beneficiários previstos 1° Ano de PPA";"Total de beneficiários previstos 2° Ano de PPA";"Total de beneficiários previstos 3° Ano de PPA";"Total de beneficiários previstos 4° Ano de PPA";
2025;"2317";"013N";;"Zona Franca de Manaus - Comércio e Serviço - Isenção do imposto de importação na entrada de mercadorias na ZFM, destinadas a seu consumo interno ou industrialização em qualquer grau, inclusive beneficiamento, agropecuária, pesca, instalação e a estocagem para reexportação, com exceção de armas e munições, fumo, bebidas alcoólicas, automóveis de passageiros, produtos de perfumaria e cosméticos. Redução do imposto na saída de produtos industrializados na ZFM, para qualquer ponto do território nacional. Bens de informática - coeficiente de redução resultante da relação entre os valores de matérias-primas e outros insumos nacionais e da mão-de-obra empregada no processo produtivo, e os valores de matérias-primas e demais insumos nacionais e estrangeiros e da mão-de-obra empregada. Automóveis, tratores e outros veículos terrestres - coeficiente de redução acrescido de cinco pontos percentuais. Demais produtos - redução de 88% (oitenta e oito por cento). Isenção do imposto, até o limite de compras de US$ 2.000, no caso de bagagem de viajantes procedentes da ZFM. Isenção do IPI-INTERNO para todas as mercadorias produzidas na ZFM, quer se destinem ao seu consumo interno, quer à comercialização em qualquer ponto do território nacional, com exceção de armas e munições, fumo, bebidas alcoólicas, automóveis de passageiros, produtos de perfumaria e cosméticos. Equivalência a uma exportação brasileira para o estrangeiro na remessa de mercadorias de origem nacional para consumo, ou industrialização na ZFM, ou reexportação para o estrangeiro, ou ainda para serem remetidas à Amazônia Ocidental. Isenção do imposto para os produtos elaborados com matérias-primas agrícolas e extrativas vegetais de produção regional, exclusive a de origem pecuária, por estabelecimentos localizados na Amazônia Ocidental. Isenção do IPI-VINCULADO na entrada de mercadorias na ZFM, destinadas a seu consumo interno, industrialização em qualquer grau, inclusive beneficiamento, agropecuária, pesca, instalação e a estocagem para reexportação, com exceção de armas e munições, fumo, bebidas alcoólicas, automóveis de passageiros, produtos de perfumaria e cosméticos.";"Subsídio Tributário";"31000";"Outros";71.396.718.920,95;15.548.473.691,79;16.987.874.071,35;18.496.648.160,57;20.363.722.997,23;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"013O";;"Zona Franca de Manaus - Indústria - Isenção do imposto de importação na entrada de mercadorias na ZFM, destinadas a seu consumo interno ou industrialização em qualquer grau, inclusive beneficiamento, agropecuária, pesca, instalação e a estocagem para reexportação, com exceção de armas e munições, fumo, bebidas alcoólicas, automóveis de passageiros, produtos de perfumaria e cosméticos. Redução do imposto na saída de produtos industrializados na ZFM, para qualquer ponto do território nacional. Bens de informática - coeficiente de redução resultante da relação entre os valores de matérias-primas e outros insumos nacionais e da mão-de-obra empregada no processo produtivo, e os valores de matérias-primas e demais insumos nacionais e estrangeiros e da mão-de-obra empregada. Automóveis, tratores e outros veículos terrestres - coeficiente de redução acrescido de cinco pontos percentuais. Demais produtos - redução de 88% (oitenta e oito por cento). Isenção do imposto, até o limite de compras de US$ 2.000, no caso de bagagem de viajantes procedentes da ZFM. Isenção do IPI-INTERNO para todas as mercadorias produzidas na ZFM, quer se destinem ao seu consumo interno, quer à comercialização em qualquer ponto do território nacional, com exceção de armas e munições, fumo, bebidas alcoólicas, automóveis de passageiros, produtos de perfumaria e cosméticos. Equivalência a uma exportação brasileira para o estrangeiro na remessa de mercadorias de origem nacional para consumo, ou industrialização na ZFM, ou reexportação para o estrangeiro, ou ainda para serem remetidas à Amazônia Ocidental. Isenção do imposto para os produtos elaborados com matérias-primas agrícolas e extrativas vegetais de produção regional, exclusive a de origem pecuária, por estabelecimentos localizados na Amazônia Ocidental. Isenção do IPI-VINCULADO na entrada de mercadorias na ZFM, destinadas a seu consumo interno, industrialização em qualquer grau, inclusive beneficiamento, agropecuária, pesca, instalação e a estocagem para reexportação, com exceção de armas e munições, fumo, bebidas alcoólicas, automóveis de passageiros, produtos de perfumaria e cosméticos.";"Subsídio Tributário";"31000";"Outros";51.080.568.589,16;11.124.108.906,88;12.153.923.594,82;13.233.371.495,43;14.569.164.592,04;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"013P";;"Zona Franca de Manaus - Importação de Matéria-Prima - Agricultura - Suspensão do PIS/PASEP-importação e COFINS-importação nas importações efetuadas por empresas localizadas na Zona Franca de Manaus de matérias-primas, produtos intermediários e materiais de embalagem, para emprego em processo de industrialização por estabelecimentos industriais instalados na ZFM com projetos aprovados pela SUFRAMA.";"Subsídio Tributário";"31000";"Outros";0,01;0,01;0,01;0,01;0,01;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"013Q";;"Zona Franca de Manaus - Importação de Matéria-Prima - Comércio e Serviço - Suspensão do PIS/PASEP-importação e COFINS-importação nas importações efetuadas por empresas localizadas na Zona Franca de Manaus de matérias-primas, produtos intermediários e materiais de embalagem, para emprego em processo de industrialização por estabelecimentos industriais instalados na ZFM com projetos aprovados pela SUFRAMA.";"Subsídio Tributário";"31000";"Outros";0,01;0,01;0,01;0,01;0,01;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"013R";;"Zona Franca de Manaus - Importação de Matéria-Prima - Indústria - Suspensão do PIS/PASEP-importação e COFINS-importação nas importações efetuadas por empresas localizadas na Zona Franca de Manaus de matérias-primas, produtos intermediários e materiais de embalagem, para emprego em processo de industrialização por estabelecimentos industriais instalados na ZFM com projetos aprovados pela SUFRAMA.";"Subsídio Tributário";"31000";"Outros";0,01;0,01;0,01;0,01;0,01;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"013S";;"Zona Franca de Manaus - Importação de Bens de Capital - Agricultura - Suspensão da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação incidentes sobre importações de máquinas, aparelhos, instrumentos e equipamentos, novos, para incorporação ao ativo imobilizado da pessoa jurídica importadora estabelecida na Zona Franca de Manaus. A suspensão converte-se em alíquota 0 (zero) após decorridos 18 meses da incorporação do bem ao ativo imobilizado.";"Subsídio Tributário";"31000";"Outros";0,01;0,01;0,01;0,01;0,01;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"013T";;"Zona Franca de Manaus - Importação de Bens de Capital - Comércio e Serviço - Suspensão da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação incidentes sobre importações de máquinas, aparelhos, instrumentos e equipamentos, novos, para incorporação ao ativo imobilizado da pessoa jurídica importadora estabelecida na Zona Franca de Manaus. A suspensão converte-se em alíquota 0 (zero) após decorridos 18 meses da incorporação do bem ao ativo imobilizado.";"Subsídio Tributário";"31000";"Outros";0,01;0,01;0,01;0,01;0,01;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"013U";;"Zona Franca de Manaus - Importação de Bens de Capital - Indústria - Suspensão da Contribuição para o PIS/PASEP-Importação e da COFINS-Importação incidentes sobre importações de máquinas, aparelhos, instrumentos e equipamentos, novos, para incorporação ao ativo imobilizado da pessoa jurídica importadora estabelecida na Zona Franca de Manaus. A suspensão converte-se em alíquota 0 (zero) após decorridos 18 meses da incorporação do bem ao ativo imobilizado.";"Subsídio Tributário";"31000";"Outros";0,01;0,01;0,01;0,01;0,01;;;;;;"";"";;;"";;;"";;;;;;
2025;"2322";"015I";;"PROGRAMA SANEAMENTO PARA TODOS SETOR PRIVADO";"Crédito de Instituição Financeira";"34200";"Outros";316.000.000,00;316.000.000,00;;;;;;;;;"";"";;;"";;;"";;;;;;
2025;"5118";"015J";;"CAIXA HOSPITAIS PRE";"Crédito de Instituição Financeira";"34200";"Outros";1.288.000.000,00;1.288.000.000,00;;;;;;;;;"";"";;;"";;;"";;;;;;
2025;"2323";"015K";;"Concessão de crédito para o turismo regional (Fungetur)";"Crédito de Instituição Financeira";"34500";"Fungetur";92.000.000,00;23.000.000,00;23.000.000,00;23.000.000,00;23.000.000,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"013Y";;"Zona Franca de Manaus e Área de Livre Comércio - Alíquotas Diferenciadas - Agricultura - Alíquotas diferenciadas para as Contribuições PIS/Pasep e Cofins incidentes sobre a receita bruta auferida por pessoa jurídica industrial estabelecida na Zona Franca de Manaus e na Área de Livre Comércio, decorrente da venda de produção própria, consoante projeto aprovado pela SUFRAMA. I) 0,65% e 3%, no caso de venda efetuada a pessoa jurídica estabelecida: a) na Zona Franca de Manaus e na Área de Livre Comércio, b) fora da Zona Franca de Manaus e da Área de Livre Comércio, que apure PIS/COFINS no regime de não-cumulatividade, II) 1,3% e 6%, no caso de venda efetuada a: a)pessoa jurídica estabelecida fora da Zona Franca de Manaus e da Área de Livre Comércio, que apure o imposto de renda com base no lucro presumido, b) pessoa jurídica estabelecida fora da Zona Franca de Manaus e da Área de Livre Comércio, que apure o imposto de renda com base no lucro real e que tenha sua receita, total ou parcialmente, excluída do regime de incidência não-cumulativa do PIS/COFINS, c) pessoa jurídica estabelecida fora da Zona Franca de Manaus e da Área de Livre Comércio e que seja optante pelo SIMPLES, d) órgãos da administração federal, estadual, distrital e municipal. Crédito na aquisição de mercadoria produzida por pessoa jurídica estabelecida na ZFM e na ALC, consoante projeto aprovado pela SUFRAMA, determinado mediante a aplicação da alíquota de 1% e 4,6% e, na situação 'II b', mediante a aplicação da alíquota de 1,65% e 7,60%. Redução a zero das alíquotas na venda de pneus e camaras de ar para bicicletas, quando produzidas na Zona Franca de Manaus.";"Subsídio Tributário";"31000";"Outros";179.472.595,97;41.126.324,08;43.595.105,01;45.978.240,01;48.772.926,87;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"013Z";;"Zona Franca de Manaus e Área de Livre Comércio - Alíquotas Diferenciadas - Comércio e Serviço - Alíquotas diferenciadas para as Contribuições PIS/Pasep e Cofins incidentes sobre a receita bruta auferida por pessoa jurídica industrial estabelecida na Zona Franca de Manaus e na Área de Livre Comércio, decorrente da venda de produção própria, consoante projeto aprovado pela SUFRAMA. I) 0,65% e 3%, no caso de venda efetuada a pessoa jurídica estabelecida: a) na Zona Franca de Manaus e na Área de Livre Comércio, b) fora da Zona Franca de Manaus e da Área de Livre Comércio, que apure PIS/COFINS no regime de não-cumulatividade, II) 1,3% e 6%, no caso de venda efetuada a: a)pessoa jurídica estabelecida fora da Zona Franca de Manaus e da Área de Livre Comércio, que apure o imposto de renda com base no lucro presumido, b) pessoa jurídica estabelecida fora da Zona Franca de Manaus e da Área de Livre Comércio, que apure o imposto de renda com base no lucro real e que tenha sua receita, total ou parcialmente, excluída do regime de incidência não-cumulativa do PIS/COFINS, c) pessoa jurídica estabelecida fora da Zona Franca de Manaus e da Área de Livre Comércio e que seja optante pelo SIMPLES, d) órgãos da administração federal, estadual, distrital e municipal. Crédito na aquisição de mercadoria produzida por pessoa jurídica estabelecida na ZFM e na ALC, consoante projeto aprovado pela SUFRAMA, determinado mediante a aplicação da alíquota de 1% e 4,6% e, na situação 'II b', mediante a aplicação da alíquota de 1,65% e 7,60%. Redução a zero das alíquotas na venda de pneus e camaras de ar para bicicletas, quando produzidas na Zona Franca de Manaus.";"Subsídio Tributário";"31000";"Outros";7.866.286.156,35;1.802.567.305,82;1.910.774.005,37;2.015.226.842,33;2.137.718.002,82;;;;;;"";"";;;"";;;"";;;;;;
2025;"2320";"015M";;"Sistema Brasileiro de Poupança e Emprestimo - SBPE: Financiamento Habitacional";"Crédito de Instituição Financeira";"34200";"Caixa";272.000.000.000,00;68.000.000.000,00;68.000.000.000,00;68.000.000.000,00;68.000.000.000,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"2323";"015P";;"Financiamento à implantação, ampliação, modernização e reforma de empreendimentos do setor turístico (FNE)";"Crédito de Instituição Financeira";"34400";"Direcionado - FNE";3.516.116.745,76;786.641.325,62;851.263.627,04;908.483.632,35;969.728.160,76;;"Financiamento";"Crédito";"R$ 1";3.516.116.745,76;"";"";;;"";;;"";;;;;;
2025;"2324";"015O";;"Financiamento reembolsável à inovação nos empreendimentos localizados na área de atuação do Banco do Nordeste.";"Crédito de Instituição Financeira";"34400";"Direcionado - FNE";5.894.306.943,22;1.318.700.646,96;1.427.031.429,88;1.522.953.237,67;1.625.621.628,71;;"Financiamento";"Crédito";"R$ 1";5.894.306.943,22;"";"";;;"";;;"";;;;;;
2025;"2317";"015Q";;"Apoio creditício às micro e pequenas empresas e empreendedores individuais da região Nordeste, norte de Minas Gerais e norte do Espírito Santo (FNE)";"Crédito de Instituição Financeira";"34400";"Direcionado - FNE";23.089.047.641,14;5.165.584.750,73;5.589.935.676,47;5.965.678.441,67;6.367.848.772,27;;"Financiamento";"Crédito";"R$ 1";23.089.047.641,14;"";"";;;"";;;"";;;;;;
2025;"5127";"015L";;"Inclusão Social e Produtiva de Pessoas de Baixa Renda (Recursos Livres) - Região Norte";"Crédito de Instituição Financeira";"34500";"Recursos Livres";88.000.000,00;22.000.000,00;22.000.000,00;22.000.000,00;22.000.000,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"2801";"015R";;"Financiamento à indústria (FNE)";"Crédito de Instituição Financeira";"34400";"Direcionado - FNE";14.616.662.293,07;3.270.104.900,87;3.538.742.840,02;3.776.609.086,97;4.031.205.465,21;;"Financiamento";"Crédito";"R$ 1";14.616.662.293,07;"";"";;;"";;;"";;;;;;
2025;"2801";"015S";;"Financiamento ao Comércio e aos Serviços (FNE)";"Crédito de Instituição Financeira";"34400";"Direcionado - FNE";30.336.410.924,73;6.786.997.198,85;7.344.546.572,90;7.838.230.292,74;8.366.636.860,23;;"Financiamento";"Crédito";"R$ 1";30.336.410.924,73;"";"";;;"";;;"";;;;;;
2025;"2317";"0140";;"Zona Franca de Manaus e Área de Livre Comércio - Alíquotas Diferenciadas - Indústria - Alíquotas diferenciadas para as Contribuições PIS/Pasep e Cofins incidentes sobre a receita bruta auferida por pessoa jurídica industrial estabelecida na Zona Franca de Manaus e na Área de Livre Comércio, decorrente da venda de produção própria, consoante projeto aprovado pela SUFRAMA. I) 0,65% e 3%, no caso de venda efetuada a pessoa jurídica estabelecida: a) na Zona Franca de Manaus e na Área de Livre Comércio, b) fora da Zona Franca de Manaus e da Área de Livre Comércio, que apure PIS/COFINS no regime de não-cumulatividade, II) 1,3% e 6%, no caso de venda efetuada a: a)pessoa jurídica estabelecida fora da Zona Franca de Manaus e da Área de Livre Comércio, que apure o imposto de renda com base no lucro presumido, b) pessoa jurídica estabelecida fora da Zona Franca de Manaus e da Área de Livre Comércio, que apure o imposto de renda com base no lucro real e que tenha sua receita, total ou parcialmente, excluída do regime de incidência não-cumulativa do PIS/COFINS, c) pessoa jurídica estabelecida fora da Zona Franca de Manaus e da Área de Livre Comércio e que seja optante pelo SIMPLES, d) órgãos da administração federal, estadual, distrital e municipal. Crédito na aquisição de mercadoria produzida por pessoa jurídica estabelecida na ZFM e na ALC, consoante projeto aprovado pela SUFRAMA, determinado mediante a aplicação da alíquota de 1% e 4,6% e, na situação 'II b', mediante a aplicação da alíquota de 1,65% e 7,60%. Redução a zero das alíquotas na venda de pneus e camaras de ar para bicicletas, quando produzidas na Zona Franca de Manaus.";"Subsídio Tributário";"31000";"Outros";;1.580.115.988,37;1.674.969.110,05;1.766.531.626,02;1.873.906.391,17;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"0141";;"Zona Franca de Manaus e Área de Livre Comércio - Aquisição de Mercadorias - Agricultura - Redução a zero das alíquotas da Contribuição para o PIS/PASEP e da COFINS incidentes sobre as receitas de vendas de mercadorias destinadas ao consumo ou à industrialização na ZFM ou na ALC, por pessoa jurídica estabelecida fora da ZFM ou da ALC.";"Subsídio Tributário";"31000";"Outros";0,01;0,01;0,01;0,01;0,01;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"0142";;"Zona Franca de Manaus e Área de Livre Comércio - Aquisição de Mercadorias - Comércio e Serviço - Redução a zero das alíquotas da Contribuição para o PIS/PASEP e da COFINS incidentes sobre as receitas de vendas de mercadorias destinadas ao consumo ou à industrialização na ZFM ou na ALC, por pessoa jurídica estabelecida fora da ZFM ou da ALC.";"Subsídio Tributário";"31000";"Outros";0,01;0,01;0,01;0,01;0,01;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"0143";;"Zona Franca de Manaus e Área de Livre Comércio - Aquisição de Mercadorias - Indústria - Redução a zero das alíquotas da Contribuição para o PIS/PASEP e da COFINS incidentes sobre as receitas de vendas de mercadorias destinadas ao consumo ou à industrialização na ZFM ou na ALC, por pessoa jurídica estabelecida fora da ZFM ou da ALC.";"Subsídio Tributário";"31000";"Outros";0,01;0,01;0,01;0,01;0,01;;;;;;"";"";;;"";;;"";;;;;;
2025;"2315";"0144";;"Subsídio aos Empréstimos da União ao BNDES -";"Subsídio Creditício";"35000";"Outros";2.715.458.399,96;965.029.886,91;604.819.069,68;576.255.526,05;569.353.917,33;;;;;;"";"";;;"";;;"";;;;;;
2025;"2801";"015V";;"Incremento do volume de operações de financiamento à exportação (BNB).";"Crédito de Instituição Financeira";"34400";"Outros";6.051.600.000,00;1.155.900.000,00;1.344.500.000,00;1.603.200.000,00;1.948.000.000,00;;"Financiamento";"Crédito";"R$ 1";6.051.600.000,00;"";"";;;"";;;"";;;;;;
2025;"1144";"015U";;"Concessão de crédito aos produtores rurais (Pessoa física e jurídica) pelo Banco do Nordeste do Brasil abrangendo recursos direcionados do FNE.";"Crédito de Instituição Financeira";"34400";"Direcionado - FNE";49.177.786.970,00;10.885.850.510,00;12.034.608.600,00;12.554.284.880,00;13.703.042.980,00;;"Financiamento";"Crédito";"R$ 1";49.177.786.970,00;"";"";;;"";;;"";;;;;;
2025;"3901";"0152";;"Apoio a ferrovias";"Crédito de Instituição Financeira";"34100";"Direcionado - BNDES";7.715.682.204,91;1.598.650.718,27;2.112.366.307,65;1.944.956.376,39;2.059.708.802,60;;;;;;"";"";;;"";;;"";;;;;;
2025;"2301";"0151";;"Apoio a gestão e serviços públicos";"Crédito de Instituição Financeira";"34100";"Direcionado - BNDES";753.000.000,00;190.000.000,00;195.000.000,00;180.000.000,00;188.000.000,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"2319";"0154";;"Apoio a mobilidade urbana - BNDES";"Crédito de Instituição Financeira";"34100";"Direcionado - BNDES";21.863.200.000,00;6.640.000.000,00;5.340.000.000,00;4.800.000.000,00;5.083.200.000,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"2319";"015A";;"Programa de Infraestrutura de Transporte e da Mobilidade Urbana - PRÓ-TRANSPORTE - Fundo de Garantia do Tempo de Serviço (FGTS)";"Crédito de Instituição Financeira";"34200";"Direcionado - FGTS";12.000.000.000,00;4.000.000.000,00;4.000.000.000,00;4.000.000.000,00;0,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"2320";"0159";;"Financiamento ao Poder Público para apoio a Habitação de Interesse Social (PRÓ-MORADIA) - Fundo de Garantia do Tempo de Serviço (FGTS)";"Crédito de Instituição Financeira";"34200";"Direcionado - FGTS";4.200.000.000,00;1.300.000.000,00;1.400.000.000,00;1.500.000.000,00;0,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"6114";"014Y";;"Apoio a proteção e recuperação da biodiversidade";"Crédito de Instituição Financeira";"34100";"Direcionado - BNDES";2.572.568.736,98;589.075.735,26;623.242.127,90;660.636.655,57;699.614.218,25;;;;;;"";"";;;"";;;"";;;;;;
2025;"2322";"0155";;"Apoio ao saneamento - BNDES";"Crédito de Instituição Financeira";"34100";"Direcionado - BNDES";16.437.325.336,05;6.240.838.336,05;3.519.150.000,00;3.243.000.000,00;3.434.337.000,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"3101";"014W";;"Apoio ao setor de Energia Elétrica";"Crédito de Instituição Financeira";"34100";"Direcionado - BNDES";60.000.000.000,00;15.000.000.000,00;15.000.000.000,00;15.000.000.000,00;15.000.000.000,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"2801";"014Q";;"Simples Nacional - Comércio e Serviço - Redução da base de cálculo e modificação da alíquotas para as Microempresas e Empresas de Pequeno Porte, que optaram pelo Simples Nacional.";"Subsídio Tributário";"31000";"Outros";443.264.908.550,08;102.378.361.392,34;107.960.223.589,25;113.364.341.226,98;119.561.982.341,52;;;;;;"";"";;;"";;;"";;;;;;
2025;"2317";"0156";;"FCO-Rural*";"Crédito de Instituição Financeira";"34300";"Direcionado - FCO";18.000.000.000,00;4.500.000.000,00;4.500.000.000,00;4.500.000.000,00;4.500.000.000,00;;"Financiamento";"FCO Rural. Crédito sob o amparo do Fundo Constitucional de Financiamento do Centro-Oeste para incentivar a interiorização do desenvolvimento e ampliar as oportunidades de emprego no campo, com a utilização de tecnologias mais avançadas, de forma a proporcionar melhoria de renda e de produtividade.";;0,00;"";"";;;"";;;"";;;;;;
2025;"2801";"014R";;"Simples Nacional - Indústria - Redução da base de cálculo e modificação da alíquotas para as Microempresas e Empresas de Pequeno Porte, que optaram pelo Simples Nacional.";"Subsídio Tributário";"31000";"Outros";71.571.308.035,17;16.484.377.972,76;17.415.946.948,08;18.312.005.646,75;19.358.977.467,57;;;;;;"";"";;;"";;;"";;;;;;
2025;"5601";"015B";;"Programa de Desenvolvimento Urbano (Pró-Cidades) - Fundo de Garantia do Tempo de Serviço (FGTS)";"Crédito de Instituição Financeira";"34200";"Direcionado - FGTS";6.000.000.000,00;2.000.000.000,00;2.000.000.000,00;2.000.000.000,00;0,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"2801";"014S";;"Subsídio ao Fundo de Garantia à Exportação - FGE -";"Subsídio Creditício";"35000";"Outros";3.291.180.670,20;1.564.253.509,49;771.987.826,54;499.785.892,76;455.153.441,41;;;;;;"";"";;;"";;;"";;;;;;
2025;"1191";"015T";;"Concessão de crédito para agricultores familiares ? Banco do Nordeste do Brasil.";"Crédito de Instituição Financeira";"34400";"Direcionado - FNE";25.656.836.495,00;5.679.321.985,00;6.278.647.420,00;6.549.770.830,00;7.149.096.260,00;;"Financiamento";"Crédito";"R$ 1";25.656.836.495,00;"";"";;;"";;;"";;;;;;
2025;"0034";"0169";;"Conservação e Recuperação de Ativos de Infraestrutura da União - Conservação, preservação, recuperação ou restauração de ativos federais de infraestrutura da União para manter condições normais de operação, com vistas à manutenção da capacidade do nível de serviço, abrangendo intervenções que mantenham ou ampliem a vida útil originalmente prevista.";"Projetos de Investimento sem previsão PLOA";"31000";"Outros";137.965.993,00;0,00;55.182.590,00;35.205.789,00;47.577.614,00;;"Infraestrutura mantida";"Ativo de infraestrutura conservado, preservado, recuperado ou restaurado para manutenção das condições normais de operação.";"unidade";28,00;"";"";;;"";;;"";;;;;;
2025;"0033";"016A";;"CONSTRUÇÃO DO EDIFÍCIO SEDE DA SUBSEÇÃO JUDICIÁRIA EM JI-PARANÁ ? RO COM EXECUÇÃO POR ETAPAS, SENDO A CONSTRUÇÃO INICIAL COM ÁREA DE 3.158 M² PARA DUAS VARAS E TODO SETOR ADMINISTRATIVO, PREVISÃO DE AUDITÓRIO, TODAS INSTALAÇÕES ELÉTRICAS, HIDRÁULICAS, INFRAESTRUTURA DE INFORMÁTICA, SISTEMA DE AR-CONDICIONADO E DEMAIS CARACTERÍSTICAS APROPRIADAS AO FUNCIONAMENTO DO SERVIÇO PÚBLICO NA PRESTAÇÃO JURISDICIONAL DA JUSTIÇA FEDERAL, COM A FINALIDADE DE ATENDER E RECEBER O PÚBLICO-ALVO EM INSTALAÇÕES CONDIZENTES QUE PROPICIEM O BEM ESTAR, A SATISFAÇÃO COLETIVA E A MELHORIA DA PRESTAÇÃO DOS SERVIÇOS JURISDICIONAIS DA JUSTIÇA FEDERAL.";"Projetos de Investimento sem previsão PLOA";"40000";"Outros";18.658.102,00;0,00;1.519.821,00;8.403.657,00;8.403.657,00;;"Edifício construído";"Edifício-sede Construído com 3.158m²";"% de execução física";46,00;"";"";;;"";;;"";;;;;;
2025;"0033";"016B";;"CONSTRUÇÃO DO EDIFÍCIO-SEDE DA SUBSEÇÃO JUDICIÁRIA DE ARAGUAÍNA ? TO COM ÁREA DE 2.347,38 M², COM INSTALAÇÕES ELÉTRICAS, HIDRÁULICAS, INFRAESTRUTURA DE INFORMÁTICA, SISTEMA DE AR-CONDICIONADO E DEMAIS CARACTERÍSTICAS APROPRIADAS AO FUNCIONAMENTO DO SERVIÇO PÚBLICO NA PRESTAÇÃO JURISDICIONAL DA JUSTIÇA FEDERAL, COM A FINALIDADE DE ATENDER E RECEBER O PÚBLICO-ALVO EM INSTALAÇÕES CONDIZENTES QUE PROPICIEM O BEM ESTAR, A SATISFAÇÃO COLETIVA E A MELHORIA DA PRESTAÇÃO DOS SERVIÇOS JURISDICIONAIS DA JUSTIÇA FEDERAL.?";"Projetos de Investimento sem previsão PLOA";"40000";"Outros";13.922.515,00;0,00;;4.548.097,20;9.096.194,40;;"Edifício construído";"Edifício-Sede construído com 2.347,38 m².";"% de execução física";1,00;"";"";;;"";;;"";;;;;;
2025;"0033";"016C";;"CONSTRUÇÃO DO EDIFÍCIO-SEDE DA JUSTIÇA FEDERAL EM SÃO RAIMUNDO NONATO - PI COM ÁREA APROXIMADA DE 1.292,90M², COM INSTALAÇÕES ELÉTRICAS, HIDRÁULICAS, INFRAESTRUTURA DE INFORMÁTICA, SISTEMA DE AR-CONDICIONADO E DEMAIS CARACTERÍSTICAS APROPRIADAS AO FUNCIONAMENTO DO SERVIÇO PÚBLICO NA PRESTAÇÃO JURISDICIONAL DA JUSTIÇA FEDERAL, COM A FINALIDADE DE ATENDER E RECEBER O PÚBLICO-ALVO EM INSTALAÇÕES CONDIZENTES QUE PROPICIEM O BEM ESTAR, A SATISFAÇÃO COLETIVA E A MELHORIA DA PRESTAÇÃO DOS SERVIÇOS JURISDICIONAIS DA JUSTIÇA FEDERAL.";"Projetos de Investimento sem previsão PLOA";"40000";"Outros";6.802.304,00;0,00;;3.401.152,00;3.401.152,00;;"Edifício construído";"Edifício-Sede construído com 1.292,90 m².";"% de execução física";1,00;"";"";;;"";;;"";;;;;;
2025;"0033";"016D";;"CONSTRUÇÃO DO EDIFÍCIO-SEDE II DA SEÇÃO JUDICIÁRIA DO MARANHÃO COM ÁREA APROXIMADA DE 25.461,70M², COM INSTALAÇÕES ELÉTRICAS, HIDRÁULICAS, INFRAESTRUTURA DE INFORMÁTICA, SISTEMA DE AR-CONDICIONADO E DEMAIS CARACTERÍSTICAS APROPRIADAS AO FUNCIONAMENTO DO SERVIÇO PÚBLICO NA PRESTAÇÃO JURISDICIONAL DA JUSTIÇA FEDERAL, COM A FINALIDADE DE ATENDER E RECEBER O PÚBLICO-ALVO EM INSTALAÇÕES CONDIZENTES QUE PROPICIEM O BEM ESTAR, A SATISFAÇÃO COLETIVA E A MELHORIA DA PRESTAÇÃO DOS SERVIÇOS JURISDICIONAIS DA JUSTIÇA FEDERAL.";"Projetos de Investimento sem previsão PLOA";"40000";"Outros";151.652.995,00;0,00;;;14.000.000,00;;"Edifício construído";"Edifício-Sede II construído com 25.461,70 m².";"% de execução física";1,00;"";"";;;"";;;"";;;;;;
