"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Enunciado";"Descrição";"Órgão";
2024;"5136";"1327";"0347";"Aprimorar o gerenciamento da malha fundiária";"Promover e manter ações de governança fundiária, tais como o georreferencimento de imóveis rurais, a certificação de áreas públicas, o cadastro de imóveis rurais, a verificação dos imóveis rurais adquiridos por estrangeiros, a arrecadação de terras devolutas da União e a destinação de terras públicas.";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";
2024;"1191";"1328";"0321";"Aperfeiçoar o crédito rural, com foco na produção de alimentos, agroecologia e sociobiodiversidade.";"É papel do MDA contribuir para o aperfeiçoamento e adequação do crédito rural Pronaf para suprir as necessidades e anseios dos Agricultores Familiares contemplados pela Lei Federal n.º 11.326, de 24 de julho de 2006.";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";
2024;"1191";"1328";"0334";"Fortalecer a autonomia econômica e produtiva de mulheres rurais";"Este objetivo refere-se a uma série de ações estratégicas destinadas a garantir que as mulheres rurais tenham dignidade, habilidades, recursos, oportunidades e poder de decisão necessário para se tornarem economicamente independentes e produtivas.";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";
2024;"1191";"1328";"0324";"Garantia-Safra - Assegurar aos agricultores familiares garantia de proteção da produção em decorrência de perda de safra";"Promover a garantia de condições mínimas de sobrevivência aos agricultores familiares de Municípios sistematicamente sujeitos a perda de safra por razão do fenômeno da estiagem ou excesso hídrico.";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";
2024;"1191";"1328";"0325";"Promover o acesso a serviços de ATER para agricultores familiares em consonância com os princípios da PNATER e em conformidade com as demandas prioritárias e as políticas estratégicas para Agricultura Familiar, como inclusão produtiva, agroecologia, autonomia econômica e de produção, pecuária familiar e outras";"Viabilizar o acesso dos agricultores familiares aos serviços de ATER em consonância com os princípios da PNATER e em conformidade com as demandas prioritárias e as políticas estratégicas para Agricultura Familiar.";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";
2024;"1191";"1328";"0326";"Promover a formação de agentes de ATER, proporcionando atualização de conhecimentos e aprimoramento das diferentes abordagens, métodos e metodologias, para qualificar os serviços ofertados em conformidade com os princípios e diretrizes da Pnater.";"Realizar a formação e capacitação técnica e profissional de agentes de Ater visando ampliar, atualizar e aprofundar conhecimentos em políticas públicas, inovações tecnológicas, metodologias e abordagens de ATER.";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";
2024;"1191";"1328";"0327";"Promover ações de inovação destinadas à agroecologia e à transição agroecológica";"Este objetivo propõe-se ao estímulo a projetos, ações e outras iniciativas destinadas ao fortalecimento da agroecologia e de processos de transição agroecológica, incluindo a redução do uso de agrotóxicos e adubos químicos solúveis, ampliação do uso de bioinsumos, complexificação do agroecossistema voltados para a comercialização em circuitos curtos, através de associações, cooperativas e mercados institucionais.";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";
2024;"1191";"1328";"0328";"Promover a bioeconomia na agricultura familiar de forma inclusiva, com ênfase no uso sustentável dos recursos da sociobiodiversidade";"Este objetivo tem como foco a promoção de um modelo econômico sustentável, a partir do apoio à estruturação de arranjos produtivos baseados no uso da sociobiodiversidade, de plantas medicinais, aromáticas e condimentares, a partir de processos transformadores e inovadores que visam o acesso aos mercados, a geração de renda e a melhoria da qualidade para agricultores familiares, povo e comunidades tradicionais.";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";
2024;"1191";"1328";"0330";"Fomentar a inclusão produtiva de agricultores e agricultoras familiares em situação de pobreza e extrema pobreza";"Este objetivo tem como foco fomentar e implementar ações e projetos de inclusão produtiva e outros voltados à superação da pobreza rural e da insegurança alimentar e nutricional na agricultura familiar, bem como das desigualdades de gênero, geração e étnico-raciais.";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";
2024;"1191";"1328";"0331";"Promover a inclusão do público no Cadastro da Agricultura Familiar - CAF";"O Cadastro Nacional da Agricultura Familiar (CAF) é o instrumento utilizado para identificar e qualificar o público beneficiário previsto na Lei nº 11.326/2006. Com a inscrição ativa no CAF, o público beneficário tem acesso qualificado a programas e ações destinados ao fortalecimento da agricultura familiar.";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";
2024;"1191";"1328";"0333";"Ampliar o acesso dos agricultores e agricultoras familiares a máquinas, equipamentos e implementos agrícolas e agroindustriais";"Este objetivo trata das ações para apoiar o público da agricultura familiar a acessar ou fazer uso de máquinas, equipamentos e implementos agrícolas e agroindustriais";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";
2024;"5113";"1329";"0352";"Promover o acesso de estudantes à graduação, em instituições públicas e privadas, buscando a equidade e valorizando a diversidade";"Promover o acesso de estudantes à graduação, em instituições públicas e privadas, buscando a equidade e valorizando a diversidade";"26000 - Ministério da Educação";
2024;"5113";"1329";"0353";"Ampliar a taxa de conclusão dos estudantes da graduação, em instituições públicas e privadas, promovendo a permanência, a equidade e valorizando a diversidade.";"Ampliar a taxa de conclusão dos estudantes da graduação, em instituições públicas e privadas, promovendo a permanência, a equidade e valorizando a diversidade.";"26000 - Ministério da Educação";
2024;"5113";"1329";"0354";"Incentivar o aumento de vagas e a criação de novos cursos médicos nas Universidades Federais, com ênfase em regiões com maior carência de profissionais, otimizando a capacitação dos profissionais em área da saúde em nível de pós-graduação.";"Incentivar o aumento de vagas e a criação de novos cursos médicos nas Universidades Federais, com ênfase em regiões com maior carência de profissionais, otimizando a capacitação dos profissionais em área da saúde a nível de pós-graduação.";"26000 - Ministério da Educação";
2024;"5113";"1329";"0355";"Fortalecer a produção de pesquisa e inovação nos Hospitais Universitários Federais geridos pela Ebserh.";"Fortalecer a produção de pesquisa e inovação nos Hospitais Universitários Federais geridos pela Ebserh.";"26000 - Ministério da Educação";
2024;"5113";"1329";"0357";"Apoiar a formação em nível de mestrado para a melhoria e o fortalecimento da ciência, das artes, da cultura, da tecnologia e da inovação e suas estruturas, incluindo ações indutoras para o enfrentamento das desigualdades regionais e vulnerabilidades sociais para o desenvolvimento sustentável do país.";"Apoiar a formação em nível de mestrado para a melhoria e o fortalecimento da ciência, das artes, da cultura, da tecnologia e da inovação e suas estruturas, incluindo ações indutoras para o enfrentamento das desigualdades regionais e vulnerabilidades sociais para o desenvolvimento sustentável do país.";"26000 - Ministério da Educação";
2024;"5113";"1329";"0358";"Apoiar a formação em nível de doutorado para a melhoria e fortalecimento da ciência, das artes, da cultura, da tecnologia e da inovação e suas estruturas, incluindo ações indutoras para o enfrentamento das desigualdades regionais e vulnerabilidades sociais para o desenvolvimento sustentável do país.";"Apoiar a formação em nível de doutorado para a melhoria e fortalecimento da ciência, das artes, da cultura, da tecnologia e da inovação e suas estruturas, incluindo ações indutoras para o enfrentamento das desigualdades regionais e vulnerabilidades sociais para o desenvolvimento sustentável do país.";"26000 - Ministério da Educação";
2024;"5113";"1329";"0359";"Promover o fortalecimento da internacionalização da educação superior por meio do desenvolvimento de ações que promovam uma perspectiva global, intercultural e de cooperação e que contribuam com a melhoria da qualidade e da relevância do ensino, da pesquisa, da extensão e da inovação desenvolvidas pelas instituições de educação superior (IES).";"Promover o fortalecimento da internacionalização da educação superior por meio do desenvolvimento de ações que promovam uma perspectiva global, intercultural e de cooperação e que contribuam com a melhoria da qualidade e da relevância do ensino, da pesquisa, da extensão e da inovação desenvolvidas pelas instituições de educação superior (IES).";"26000 - Ministério da Educação";
2024;"5113";"1329";"0360";"Promover a criação e o fortalecimento de ecossistemas de inovação nas Universidades, com vistas a impulsionar a capacidade de pesquisa, desenvolvimento e empreendedorismo.";"Promover a criação e o fortalecimento de ecossistemas de inovação nas Universidades, com vistas a impulsionar a capacidade de pesquisa, desenvolvimento e empreendedorismo.";"26000 - Ministério da Educação";
2024;"5113";"1329";"0361";"Aprimorar as atividades de regulação e supervisão das instituições e cursos da educação superior com vistas a promover a qualidade da educação superior";"Aprimorar as atividades de regulação e supervisão das instituições e cursos da educação superior com vistas a promover a qualidade da educação superior";"26000 - Ministério da Educação";
2024;"5113";"1329";"0362";"Realizar estudos, levantamentos estatísticos, exames e avaliações para a Educação Superior, buscando ampliar a representação da diversidade, o aprimoramento contínuo dos instrumentos e a disseminação das informações de forma a oferecer subsídios que contribuam para a indução da melhoria do ensino ofertado.";"Realizar estudos, levantamentos estatísticos, exames e avaliações para a Educação Superior, buscando ampliar a representação da diversidade, o aprimoramento contínuo dos instrumentos e a disseminação das informações de forma a oferecer subsídios que contribuam para a indução da melhoria do ensino ofertado.";"26000 - Ministério da Educação";
2024;"5113";"1329";"0351";"Promover a consolidação e a expansão da infraestrutura física das universidades federais, considerando a acessibilidade e sustentabilidade";"Promover a consolidação da infraestrutura física das universidades federais, considerando a acessibilidade e sustentabilidade.";"26000 - Ministério da Educação";
2024;"5113";"1329";"0356";"Fortalecer os cenários de prática e o exercício da preceptoria para graduação, pós-graduação e residências em saúde.";"Fortalecer os cenários de prática e o exercício da preceptoria para graduação, pós-graduação e residências em saúde.";"26000 - Ministério da Educação";
2024;"2323";"1330";"0365";"Promover a estruturação e a qualidade dos destinos turísticos, fomentando a cadeia produtiva do turismo.";"O Turismo é um setor com um grande potencial de geração de emprego e renda, possibilitando o ingresso de pessoas no mercado de trabalho em um amplo espectro de qualificação, que muitas vezes teriam dificuldade de se inserir em outros mercados. Pode-se afirmar que gerar empregos e distribuir melhor a renda no setor turístico são objetivos do Ministério do Turismo. O Sistema de Informações sobre o Mercado de Trabalho no Setor Turismo - SIMT é um projeto desenvolvido pelo IPEA em parceria com o Ministério do Turismo - MTur e a Companhia de Planejamento do Distrito Federal ? Codeplan/DF, que tem como objetivo oferecer para o governo e a sociedade informações que subsidiem a formulação e avaliação das políticas públicas de turismo e orientem os dirigentes do setor, trabalhadores, pesquisadores e instituições de fomento ao desenvolvimento. Essas informações possibilitam avaliar a importância socioeconômica do turismo no conjunto da economia, acompanhar a geração de postos de trabalho formais e informais além de mostrar o perfil da mão de obra, contribuindo com diagnósticos sobre o desempenho das chamadas Atividades Características do Turismo (ACTs), um conjunto de atividades no qual se concentra a maior parte dos gastos dos turistas.";"54000 - Ministério do Turismo";
2024;"2323";"1330";"0366";"Promover as atividades turísticas nos destinos brasileiros de forma sustentável, inclusiva e com acessibilidade.";"O turismo é uma força econômica poderosa e transformadora, sendo a adoção de práticas sustentáveis uma condicional para a preservação de recursos naturais e culturais e a inclusão de todos nesse processo. Natureza, cultura e pessoas formam grandes ativos que, se trabalhados de forma conjunta e em harmonia, podem garantir o desenvolvimento sustentável do turismo. A promoção do desenvolvimento sustentável do turismo sempre foi uma preocupação do Ministério do Turismo em suas políticas públicas e vem abordando a sustentabilidade em suas diferentes dimensões. Diante disso, é fundamental que o MTur promova as atividades turísticas nos destinos brasileiros sem deixar de considerar o seu papel quanto à responsabilidade social, proteção dos direitos de crianças e adolescentes no turismo, acessibilidade para pessoas com deficiência ou mobilidade reduzida, respeito às diferenças de gênero, geração, raça e etnia, respeito ao meio ambiente e a manutenção e valorização das culturas locais, além de promover uma maior participação das comunidades receptoras na definição das políticas de desenvolvimento do turismo e no acesso a esse mercado.";"54000 - Ministério do Turismo";
2024;"2323";"1330";"0536";"Aumentar a chegada de turistas estrangeiros e a receita gerada por esses turistas no Brasil.";"A Embratur, como Agência Brasileira de Promoção Internacional do Brasil, um serviço social autônomo supervisionado pelo Ministério do Turismo, tem como missão apresentar ao mundo um Brasil de destinos turísticos incríveis e sustentáveis, fomentando o desenvolvimento econômico e social do País. Nesse contexto, a Agência realiza ações de promoção comercial de produtos e experiências turísticas brasileiras no mercado internacional, visando apresentar ao mundo a diversidade da oferta turística e, consequentemente, contribuindo para ampliar o número de turistas estrangeiros que visitam o país, o gasto médio dos turistas durante a viagem em território nacional e a geração de divisas oriundas do turismo internacional no Brasil.";"54000 - Ministério do Turismo";
2024;"5118";"1331";"0473";"Ampliar a oferta de Serviços de Reabilitação às Pessoas com Deficiência, no âmbito da Atenção Especializada do SUS, com vista a redução das desigualdades regionais e dos vazios assistenciais.";"A ampliação da oferta de serviços de reabilitação às pessoas com deficiência, no âmbito do SUS, é necessária para a redução das desigualdades regionais e dos vazios assistenciais. Para tanto, prevê a implantação dos serviços de reabilitação à pessoa com deficiência que se desenvolve no âmbito do SUS, por meio de pactuações nas esferas municipais, estaduais e federal. No âmbito federal, cabe ao Ministério da Saúde formular políticas e estratégias de indução na implantação e manutenção desses serviços nas Unidades Federadas, dentre as quais prevê a habilitação de novos serviços para o repasse de recursos federais, com vistas a contribuir com a sua manutenção/funcionamento.";"36000 - Ministério da Saúde";
2024;"5118";"1331";"0503";"Ampliar a oferta de Serviços de Saúde Mental, com melhoria do acesso e adequada cobertura regional.";"A implantação dos serviços de saúde da Rede de Centros de Atenção Psicossocial se desenvolve nas três esferas de gestão do Sistema Único de Saúde. Cabe ao Ministério da Saúde formular políticas e estratégias de indução na implantação e manutenção de serviços de saúde mental nas Unidades Federadas. Assim, o objetivo visa promover a ampliação da oferta de serviços de saúde mental, no âmbito da Rede de Centros de Atenção Psicossocial, reduzindo as desigualdades de raça/etnia, de gênero, regionais e sociais.";"36000 - Ministério da Saúde";
2024;"5118";"1331";"0453";"Ampliar a oferta de serviços para o tratamento do câncer alta complexidade.";"Este objetivo pretende promover a ampliação da oferta às ações e serviços da Atenção Especializada em Oncologia, ofertando procedimentos para o tratamento de câncer, conforme as necessidades de saúde da população, reduzindo as desigualdades de raça/etnia, de gênero, regionais e sociais e promovendo o controle do câncer (nos casos possíveis), a detecção precoce e a integralidade do cuidado.";"36000 - Ministério da Saúde";
2024;"5118";"1331";"0470";"Reduzir as filas de espera de procedimentos eletivos de atenção especializada em saúde, visando promover a ampliação de acesso em tempo oportuno.";"A redução das filas de espera de pessoas por procedimentos eletivos de atenção especializada à saúde está previsto no Programa Nacional de Redução de Filas - PNRF. Para tanto a ampliação da realização de procedimentos eletivos (cirurgias eletivas, consultas e exames especializados eletivos) em todo o país é essencial para o seu alcance. Cabe ao Ministério da Saúde formular políticas e estratégias de indução na implantação e manutenção de serviços de saúde. Para tanto, prevê a ampliação de infraestrutura, habilitação de serviços de saúde, dentre outras estratégias de cunho interfederativo para o cumprimento de exigências normativas de pactuações nas esferas municipal, estadual e federal.";"36000 - Ministério da Saúde";
2024;"5118";"1331";"0509";"Ampliar a oferta de sangue, componentes e hemoderivados para o tratamento de pacientes.";"A importância de ampliar a oferta de sangue, componentes e derivados para tratamento de pacientes, no âmbito do SUS, é de fundamental importância, atender a ampliação de oferta de tratamento de cancêr e redução de filas propostos nos outros Objetivos Específicos do Programa da Atenção Especializada à Saúde, a proposta de ampliação no atendimento proposto, consequentemente necessitará da ampliação da oferta de sangue em proporção maior, para permitir a qualificação do atendimento de pacientes portadores de doenças onco-hematológicas, permitindo a realização de procedimentos cirúrgicos de grande porte, esquemas quimioterápicos agressivos e estratégias de terapia celular (por exemplo, transplante de células tronco hematopoiéticas), Dar suporte transfusional de sangue, componentes e hemoderivados (fatores de coagulação de origem plasmática e ou recombinantes) para procedimentos cirúrgicos de alta complexidade, não realizados em tempo oportuno (exemplo, cirurgias cardíacas, ortopédicas, artroplastías de pacientes portadores de coagulopatias),atender a alta demanda de pacientes portadores de Doença Falciforme , Talassemias e outras hemoglobinopatias, dentre outras necessidades importates e essenciais. Destaca-se que o SANGUE é insubstituível e sua pronta disponibilidade, por meio da doação voluntária, altruísta e não remunerada, é essencial e muitas vezes define o sucesso dos tratamentos e cirurgias em geral. Segundo a Organização Mundial da Saúde (OMS), os produtos oriundos do sangue, tais como concentrados de hemácias, concentrados de plaquetas e plasmas, são considerados como medicamentos essenciais, isto é, prioritários para os cuidados à saúde de uma população (WHO, 2015)'. Quanto ao indicador, de acompanhamento para atingimento do objetivo estratégico proposto, está associado à disponibilidade de hemoderivados (recombinante ou de origem plasmática) para a terapêutica profilática, qualificando a atenção aos pacientes portadores de coagulopatias congênitas, reduzindo";"36000 - Ministério da Saúde";
2024;"5133";"1332";"0368";"Atuar em prol da promoção da soberania e segurança alimentar e nutricional e do Direito Humano à Alimentação Adequada - DHAA em âmbito internacional com participação social";"Engajamento ativo em iniciativas internacionais voltadas para fortalecer a soberania alimentar, garantir a segurança nutricional e promover o Direito Humano à Alimentação Adequada (DHAA), visando contribuir para a criação e implementação de políticas e estratégias globais que assegurem o acesso equitativo e sustentável a alimentos nutritivos para todas as pessoas, com participação social e colaborativa";"35000 - Ministério das Relações Exteriores";
2024;"5133";"1332";"0372";"Apoiar a inclusão produtiva de famílias rurais do Cadastro Único por meio do desenvolvimento de um projeto produtivo com assistência técnica e a transferência de um recurso não reembolsável.";"O programa articula assistência técnica e transferência de recurso não reembolsável com o objetivo de apoiar a estruturação produtiva das famílias rurais mais pobres e o desenvolvimento do projeto produtivo de cada uma, a fim de que ampliem ou diversifiquem a produção de alimentos e as atividades geradoras de renda, contribuindo para a melhoria da segurança alimentar e nutricional e a superação da situação de pobreza.";"55000 - Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome";
2024;"5133";"1332";"0374";"Adquirir alimentos da agricultura familiar, ampliando a participação, com equidade de gênero, dos grupos prioritários definidos na legislação do PAA, como fornecedores dos alimentos que abastecem as ações e equipamentos de Segurança Alimentar e Nutricional";"Este objetivo tem como propósito fortalecer a agricultura familiar com base no estímulo à produção e comercialização de alimentos saudáveis e na possibilidade de destinar esses produtos para as ações e equipamentos de Segurança Alimentar e Nutricional. O foco está na ampliação da participação dos grupos prioritários definidos pela legislação do PAA, garantindo uma distribuição equitativa e igualitária das oportunidades, envolvendo a sociedade civil e seus movimentos organizados";"55000 - Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome";
2024;"5133";"1332";"0376";"Fomentar o Desenvolvimento de Sistemas Alimentares Saudáveis e Sustentáveis";"Promover sistemas alimentares saudáveis e sustentáveis nas cidades para fomentar a produção agroecológica, o acesso, a oferta, a comercialização, a distribuição e o consumo de uma alimentação saudável priorizando a população em situação de insegurança alimentar e nutricional";"55000 - Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome";
2024;"5133";"1332";"0370";"Ampliar o acesso à água para consumo e produção para as famílias rurais do Cadastro Único, por meio da implantação de tecnologias sociais de armazenamento de água.";"O acesso à água é fundamental para a melhoria dos indicadores sociais, especialmente de saúde e segurança alimentar, bem como para a aumento da geração de renda.";"55000 - Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome";
2024;"5133";"1332";"0394";"Consolidar o SISAN assegurando a coordenação intersetorial e federativa das políticas de combate à fome e promoção de Segurança Alimentar e Nutricional, fomentando a participação e o controle social e implementando um sistema de vigilância do Direito Humano à Alimentação Adequada (DHAA)";"O SISAN é um sistema que integra diversas políticas e ações relacionadas à alimentação, visando garantir o acesso regular e permanente a alimentos de qualidade, em quantidade suficiente e de forma saudável para toda a população. Sua consolidação é fundamental para assegurar o direito humano à alimentação adequada ao longo do tempo, evitando retrocessos a depender dos ciclos políticos.";"55000 - Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome";
2024;"2801";"1333";"0371";"Promover a simplificação e a desburocratização do ambiente de negócios, e o acesso a redes de apoio, a crédito e garantias, com enfoque em MPEs, microempreendedores e artesãos.";"Visa garantir a elaboração, promoção e implementação de estudos, iniciativas e ações que possibilitem e efetivem a simplificação e desburocratização do ambiente de negócios, e o acesso a redes de apoio, a crédito e garantias, especialmente para as MPEs, microempreendedores e artesãos, sem prejuízo para promoção das medidas aos empreendedores em geral, beneficiando a formalização e pleno funcionamento dos negócios, a atração de investimento e o aumento de emprego e renda.";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";
2024;"2801";"1333";"0390";"Promover o desenvolvimento da economia verde ampliando a sua participação na indústria brasileira.";"Incrementar a inclusão de políticas, ações e iniciativas visando o adensamento produtivo, a descarbonização do setor industrial e o aumento da sua competitividade.";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";
2024;"2801";"1333";"0427";"Ampliar a produção nacional da indústria e de serviços, em bases sustentáveis, com maior valor agregado, intensidade tecnológica e inovação.";"A nova política industrial deverá ter como foco não apenas o aumento da produção industrial, mas de serviços, especialmente aqueles mais sofisticados. Além disso, estará alinhada aos objetivos de sustentabilidade, descarbonização, transição energética e bioeconomia, sempre buscando o desenvolvimento produtivo e tecnológico e a inovação.";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";
2024;"2801";"1333";"0471";"Promover o uso da infraestrutura da qualidade como ferramenta estratégica transversal para o aumento da produtividade, competitividade e desenvolvimento econômico? sustentável";"A Infraestrutura da Qualidade (IQ) é o sistema que abrange instituições (públicas e privadas), o arcabouço legal e regulatório e as práticas necessárias para dar apoio e incrementar a qualidade e segurança de bens, serviços e processos, assim como proteger o ser humano, o cidadão e o meio ambiente. Trata-se de ferramenta estratégica transversal de apoio a outras políticas públicas (industrial, de inovação, de comércio exterior, de economia verde, de micro e pequenas empresas, dentre outras), devendo coadunar-se com os objetivos das políticas mencionadas, alinhar-se com os objetivos legítimos a serem alcançados e cumprir com as Boas Práticas Regulatórias previstas nos instrumentos legais vigentes no país. Os seus componentes são a Metrologia, a Regulamentação Técnica, a Normalização, a Avaliação da Conformidade, a Acreditação e a Vigilância de Mercado. A Infraestrutura da Qualidade é essencial tanto para o mercado doméstico quanto para mercados externos. Com vistas a evitar ações de curto prazo, baixo impacto e descontinuadas, - que prejudicam a conquista de avanços e entregas consistentes para o setor produtivo e a sociedade brasileira, - é necessária a formulação de uma Estratégia Nacional de Infraestrutura da Qualidade (ENIQ). A ENIQ contemplará os objetivos de desenvolvimento econômico, social e ambiental do Brasil, gerando sinergia dos esforços públicos e propiciando a institucionalidade e governança adequados, além de contribuir para a simplificação, desburocratização e desenvolvimento tecnológico do país. Ela deverá ainda contribuir para a melhoria de competitividade do setor produtivo, para aumentar o acesso a mercados no exterior, para a geração de emprego e renda, para uma maior qualidade e segurança de produtos, serviços e processos, e para a atração de investimentos. A promoção do uso da IQ como ferramenta estratégica se dará por meio da formulação e da implementação da ENIQ.";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";
2024;"2801";"1333";"0535";"Otimizar o desempenho do Sistema de Propriedade Intelectual e estimular o uso da Propriedade Intelectual como ferramenta estratégica para o alcance das políticas industrial, de inovação, de economia verde, de micro e pequenas empresas e de comércio exterior.";"Conjunto de entregas destinadas a otimizar o desempenho do sistema de propriedade intelectual, especificamente a eficiência na prestação dos serviços pelo Instituto Nacional da Propriedade Industrial (INPI) e a estimular o uso da propriedade intelectual pela sociedade brasileira como ferramenta estratégica para o alcance dos objetivos traçados nas políticas de desenvolvimento industrial, inovação, economia verde, micro e pequenas empresas e comércio exterior.";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";
2024;"2801";"1333";"0540";"Promover o aumento e a melhoria da inserção comercial do país.";"Utilização de diversas políticas de Estado visando promover o aumento e a melhoria da inserção comercial do Brasil no resto do mundo, por meio, entre outros, da ampliação e aprofundamento da rede de acordos comerciais, da atração e manutenção de investimentos externos, da promoção do comércio sustentável e inclusivo, do aperfeiçoamento dos instrumentos de política comercial, do fortalecimento do sistema de apoio à exportação, da agregação de valor às exportações, da diversificação da pauta e dos destinos dos produtos e serviços exportados e da desburocratização e digitalização das operações de comércio exterior.";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";
2024;"2801";"1333";"0541";"Promover a melhoria do ambiente de negócios por meio do aperfeiçoamento do sistema regulatório nacional";"Promover boas práticas regulatórias no Poder Executivo federal com vistas ao aperfeiçoamento do desenho de regulações que permitam maior previsibilidade, segurança jurídica, legitimidade e eficiência, reduzindo os custos de se fazer negócios no País.";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";
2024;"5127";"1334";"0381";"Promover a empregabilidade de pessoas inscritas no Cadastro Único com idade de 16 a 65 anos";"Articular para que as pessoas do público-alvo sejam encaminhadas para cursos de qualificação ou para vagas de emprego formal e decente.";"55000 - Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome";
2024;"5127";"1334";"0392";"Fomentar o Empreendedorismo de pessoas inscritas no Cadastro Único com idade de 16 a 65 anos";"Proporcionar a formação de pessoas do público-alvo que queiram empreender, bem como proporcionar o acesso das mesmas ao microcrédito.";"55000 - Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome";
2024;"4102";"1335";"0395";"Fortalecer a Cultura Integrada de Segurança das Instituições, do Estado e da Sociedade";"Trata de desenvolver normas, conhecimentos e atitudes, além de mecanismos e modelos de acompanhamento, avaliação, conformidade e compliance e estimular as práticas para que se incorporem como hábitos individuais e valores institucionais";"20000 - Presidência da República";
2024;"4102";"1335";"0396";"Contribuir para a Garantia da Soberania, dos Interesses Nacionais, da Segurança do Estado e da Sociedade e da Proteção de Áreas Estratégicas";"Prover instrumentos que permitam tratar a segurança como premissa, desenvolvendo competências humanas, tecnológicas e processuais efetivas que contribuam para o desenvolvimento da maturidade e a excelência em Segurança Institucional. Mapear e aprimorar os mecanismos de proteção, identificar vulnerabilidades, ameaças e oportunidades à segurança do Estado Brasileiro e aos interesses nacionais. Acompanhar continuamente as tendências e fatos relacionados a temas estratégicos. Analisar cenários alternativos. Identificar variáveis determinantes. Produzir documentos conclusivos. Prover assessoramento superior. Articular com diversos órgãos que detenham potencial e responsabilidade de ação, de maneira que as tendências indesejáveis possam ser evitadas, no que tange aos temas acompanhados.";"20000 - Presidência da República";
2024;"5801";"1336";"0389";"Promover a valorização do pescado nacional e aumento de produção da aquicultura.";"Promover o aumento da produção sustentável da aquicultura e aumentar a valorização do produto oriundo da pesca, agregando valor à cadeia produtiva.";"58000 - Ministério da Pesca e Aquicultura";
2024;"5801";"1336";"0397";"Fortalecer o ordenamento e monitoramento da atividade pesqueira e aquícola.";"Fortalecer o ordenamento e monitoramento da atividade pesqueira e aquícola, através de acompanhamento dos níveis de exploração dos estoques e modernização de sistemas e facilitação do acesso dos pescadores e aquicultores à regularização, no âmbito do Ministério da Pesca e Aquicultura.";"58000 - Ministério da Pesca e Aquicultura";
2024;"5801";"1336";"0552";"Contemplar comunidades tradicionais e a sustentabilidade de sua cadeira produtiva para garantir segurança alimentar e sustentabilidade duradoura.";"Monitorar a conservação das área e técnicas que garantam a durabilidade da cadeira produtiva para as populações que dependem diretamente da aquicultura.";"58000 - Ministério da Pesca e Aquicultura";
2024;"5801";"1336";"0553";"Difundir conhecimentos científicos oriundos da academia para garantir que a produtividade da aquicultura ocorra da forma mais maximizada e sustentável possível, garantindo também a preservação do meio ambiente.";"Garantir que a pesca e aquicultura sejam realizadas com respaldo científico, em consonância com a academia e ciência, garantindo a sustentabilidade e o desenvolvimento contínuo da área, juntamente com a maximização da produção.";"58000 - Ministério da Pesca e Aquicultura";
2024;"5126";"1337";"0410";"Ampliar o acesso ao esporte educacional, amador e de lazer para todas as idades, e incluindo as pessoas com deficiência que abranjam os diferentes territórios para o enfrentamento das desigualdades estruturais e regionais";"Participação em projetos e programas esporte educacional, amador e de lazer para todas as idades, incluindo pessoas com deficiências em diferentes territórios para enfrentamento das desigualdades estruturais e regionais";"51000 - Ministério do Esporte";
2024;"5126";"1337";"0431";"Ampliar o acesso e a profissionalização do futebol feminino";"A ação visa ampliar as oportunidades e o desenvolvimento do futebol feminino, buscando uma maior inclusão e profissionalização das atletas, através de iniciativas como programas de suporte técnico para atletas e paratletas em comunidades com pouca representatividade, bolsas de estudo para meninas promissoras e cursos de capacitação para treinadoras, fixar o prazo mínimo para a vigência dos contratos das atletas, fixar o quantitativo máximo de atletas amadoras por equipe de futebol feminino, nas competições estaduais e nacionais e etc, almeja-se oferecer caminhos mais acessíveis para o ingresso e ascensão no esporte";"51000 - Ministério do Esporte";
